area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2
134.0,320000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,West Flanders,Flanders_zone,3,2388.0597014925374
110.0,235000.0,just renovated,2.0,3.0,,,,4032,500.0,0,0,,house,town,0,0,Liege,Wallonia_zone,2,2136.3636363636365
418.0,685000.0,as new,,5.0,hyper equipped,,,9150,453.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1638.755980861244
154.0,775000.0,as new,4.0,3.0,,,,1180,1.0,1,55,,house,villa,1,178,Brussel-Capital,Brussels_zone,1,5032.467532467533
550.0,1000000.0,,4.0,4.0,,,1.0,7380,6800.0,1,50,True,house,villa,1,5500,Hainaut,Wallonia_zone,2,1818.1818181818182
339.0,549000.0,to be done up,2.0,4.0,,yes,,9700,352.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1619.4690265486727
180.0,450000.0,good,2.0,5.0,installed,,,9040,165.0,1,30,,house,house,1,80,East Flanders,Flanders_zone,3,2500.0
180.0,275000.0,,2.0,3.0,,,,1570,852.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1527.7777777777778
206.0,548000.0,to be done up,4.0,4.0,installed,,,9840,656.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,2660.1941747572814
181.0,325000.0,good,2.0,3.0,,,,8530,332.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1795.5801104972375
144.0,340000.0,,,3.0,,,,9041,443.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2361.1111111111113
225.0,495000.0,good,3.0,3.0,usa hyper equipped,,1.0,1495,974.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2200.0
170.0,359000.0,just renovated,2.0,3.0,installed,,,9040,207.0,1,20,,house,house,1,120,East Flanders,Flanders_zone,3,2111.764705882353
500.0,600000.0,,3.0,5.0,,,,4500,320.0,1,40,,house,exceptiona,0,0,Liege,Wallonia_zone,2,1200.0
350.0,698000.0,as new,4.0,4.0,installed,,,2235,1289.0,0,0,,house,villa,0,0,Antwerp,Flanders_zone,3,1994.2857142857142
165.0,315000.0,good,3.0,2.0,installed,,,4210,2272.0,1,50,,house,house,0,0,Liege,Wallonia_zone,2,1909.090909090909
150.0,255000.0,good,4.0,1.0,semi equipped,,,6032,800.0,1,25,,house,house,1,800,Hainaut,Wallonia_zone,2,1700.0
345.0,975000.0,just renovated,,4.0,,,1.0,1640,1925.0,1,78,,house,villa,1,1561,Flemish Brabant,Flanders_zone,3,2826.086956521739
360.0,790000.0,good,3.0,7.0,semi equipped,,,1700,280.0,0,0,,house,apartment,0,0,Flemish Brabant,Flanders_zone,3,2194.4444444444443
194.0,270000.0,as new,4.0,3.0,installed,,,6540,820.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1391.7525773195875
150.0,255500.0,good,,4.0,installed,,,8552,131.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1703.3333333333333
177.0,229000.0,good,,2.0,installed,,,8400,171.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1293.7853107344633
170.0,329000.0,just renovated,3.0,2.0,installed,,,4570,1720.0,0,0,,house,house,1,1500,Liege,Wallonia_zone,2,1935.2941176470588
189.0,724000.0,as new,4.0,4.0,,,,9660,8487.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3830.6878306878307
126.0,283760.0,,3.0,3.0,,,,8460,357.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2252.063492063492
100.0,265000.0,good,,2.0,installed,,,1460,320.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2650.0
115.0,299000.0,good,3.0,3.0,installed,,,2500,131.0,1,40,,house,house,0,0,Antwerp,Flanders_zone,3,2600.0
434.0,365000.0,,4.0,6.0,usa hyper equipped,,,7971,970.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,841.0138248847926
300.0,299000.0,to be done up,2.0,3.0,semi equipped,,,4020,255.0,1,55,,house,house,0,0,Liege,Wallonia_zone,2,996.6666666666666
144.0,255000.0,as new,2.0,3.0,,,,4432,205.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1770.8333333333333
150.0,495000.0,as new,4.0,3.0,hyper equipped,,,1300,600.0,1,15,,house,villa,1,300,Walloon Brabant,Wallonia_zone,2,3300.0
320.0,475000.0,good,,4.0,installed,,,8500,307.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1484.375
240.0,473000.0,just renovated,2.0,5.0,semi equipped,,,2800,174.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1970.8333333333333
260.0,695000.0,good,4.0,3.0,,,,1300,2385.0,0,0,,house,country,0,0,Walloon Brabant,Wallonia_zone,2,2673.076923076923
274.0,1795000.0,good,4.0,4.0,installed,,,2550,44918.0,0,0,,house,country,0,0,Antwerp,Flanders_zone,3,6551.094890510949
168.0,70000.0,to renovate,3.0,2.0,not installed,,,7370,29.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,416.6666666666667
130.0,425000.0,as new,2.0,4.0,installed,,,2018,40.0,0,0,,house,apartment,0,0,Antwerp,Flanders_zone,3,3269.230769230769
238.0,360000.0,just renovated,2.0,4.0,installed,,,6762,130.0,1,35,,house,mixed,0,0,Luxembourg,Wallonia_zone,2,1512.6050420168067
185.0,432000.0,,3.0,5.0,,,,4000,554.0,0,0,,house,villa,0,0,Liege,Wallonia_zone,2,2335.135135135135
327.0,555000.0,as new,2.0,5.0,hyper equipped,,,8501,465.0,1,100,,house,house,1,120,West Flanders,Flanders_zone,3,1697.2477064220184
256.0,249000.0,,4.0,3.0,installed,,,4450,200.0,1,14,,house,house,1,200,Liege,Wallonia_zone,2,972.65625
435.0,710000.0,as new,4.0,5.0,hyper equipped,,1.0,9220,926.0,0,0,,house,villa,1,927,East Flanders,Flanders_zone,3,1632.183908045977
117.0,60000.0,,3.0,2.0,,,,4420,460.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,512.8205128205128
283.0,150000.0,to renovate,4.0,4.0,installed,,,7370,1633.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,530.035335689046
145.0,419000.0,as new,3.0,4.0,hyper equipped,,,2980,525.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2889.655172413793
500.0,2690000.0,as new,4.0,5.0,hyper equipped,,1.0,1180,2600.0,0,0,True,house,villa,0,0,Brussel-Capital,Brussels_zone,1,5380.0
345.0,1030000.0,good,2.0,7.0,semi equipped,,,1200,182.0,1,20,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2985.5072463768115
145.0,196020.0,,3.0,3.0,,,,8650,226.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1351.8620689655172
185.0,379000.0,as new,4.0,3.0,installed,,,4000,630.0,1,33,,house,villa,1,530,Liege,Wallonia_zone,2,2048.6486486486488
221.0,650000.0,as new,4.0,3.0,usa hyper equipped,,,5020,2000.0,1,32,,house,villa,1,1800,Namur,Wallonia_zone,2,2941.176470588235
655.0,2950000.0,as new,4.0,5.0,installed,,,1640,2156.0,1,321,,house,house,0,0,Flemish Brabant,Flanders_zone,3,4503.81679389313
100.0,200000.0,as new,3.0,2.0,installed,,,4100,630.0,1,16,,house,house,0,0,Liege,Wallonia_zone,2,2000.0
148.0,275000.0,good,3.0,3.0,installed,,,8310,67.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1858.1081081081081
130.0,175000.0,good,2.0,4.0,,,,6150,890.0,0,0,,house,house,1,800,Hainaut,Wallonia_zone,2,1346.1538461538462
350.0,569000.0,,4.0,3.0,semi equipped,,,9200,2952.0,1,32,,house,country,1,1500,East Flanders,Flanders_zone,3,1625.7142857142858
105.0,350000.0,as new,2.0,3.0,installed,,,2018,40.0,0,0,,house,apartment,0,0,Antwerp,Flanders_zone,3,3333.3333333333335
280.0,450000.0,just renovated,2.0,5.0,hyper equipped,,,1190,86.0,1,19,,house,house,0,0,Brussel-Capital,Brussels_zone,1,1607.142857142857
133.0,329000.0,,2.0,3.0,,,,9960,209.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2473.684210526316
415.0,825000.0,good,4.0,8.0,installed,,,5190,963.0,0,0,,house,mixed,0,0,Namur,Wallonia_zone,2,1987.9518072289156
309.0,650000.0,as new,4.0,4.0,hyper equipped,,,9400,1263.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,2103.559870550162
159.0,315000.0,,,3.0,,,,7760,500.0,0,0,,house,house,1,500,Hainaut,Wallonia_zone,2,1981.132075471698
280.0,349000.0,as new,,4.0,,,,2870,227.0,0,0,,house,apartment,0,0,Antwerp,Flanders_zone,3,1246.4285714285713
195.0,474700.0,as new,3.0,3.0,hyper equipped,,,3080,566.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2434.358974358974
110.0,285000.0,good,,2.0,installed,,,7700,547.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2590.909090909091
75.0,195000.0,just renovated,2.0,2.0,,,,2850,129.0,0,0,,house,house,1,60,Antwerp,Flanders_zone,3,2600.0
237.0,375000.0,as new,4.0,3.0,installed,,,7370,2898.0,1,30,True,house,villa,1,2701,Hainaut,Wallonia_zone,2,1582.2784810126582
205.0,795000.0,just renovated,2.0,4.0,,,,3000,147.0,1,18,,house,mansion,1,61,Flemish Brabant,Flanders_zone,3,3878.048780487805
159.0,195000.0,to be done up,2.0,3.0,semi equipped,,,9900,103.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1226.4150943396226
182.0,377894.0,as new,2.0,3.0,,,,9860,210.0,0,0,,house,house,1,117,East Flanders,Flanders_zone,3,2076.3406593406594
140.0,149000.0,,3.0,3.0,,,,7904,355.0,1,25,,house,villa,1,220,Hainaut,Wallonia_zone,2,1064.2857142857142
210.0,162000.0,to renovate,2.0,2.0,not installed,,,9660,120.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,771.4285714285714
469.0,890000.0,good,4.0,5.0,hyper equipped,,,7500,2457.0,0,0,True,house,villa,0,0,Hainaut,Wallonia_zone,2,1897.6545842217483
100.0,257500.0,good,,2.0,installed,,,1420,338.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2575.0
144.0,210000.0,as new,2.0,3.0,,yes,,9700,174.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1458.3333333333333
230.0,420000.0,just renovated,3.0,4.0,hyper equipped,,,6922,1600.0,1,100,,house,exceptiona,1,1000,Luxembourg,Wallonia_zone,2,1826.0869565217392
150.0,422800.0,as new,3.0,3.0,installed,,,1700,386.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2818.6666666666665
220.0,348000.0,just renovated,2.0,3.0,hyper equipped,,,3300,837.0,1,65,,house,house,1,536,Flemish Brabant,Flanders_zone,3,1581.8181818181818
130.0,260000.0,,,4.0,,,,8830,250.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2000.0
415.0,595000.0,just renovated,,5.0,,yes,,8370,435.0,1,20,,house,mansion,0,0,West Flanders,Flanders_zone,3,1433.7349397590363
106.0,215000.0,as new,,2.0,semi equipped,,,9900,151.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2028.301886792453
140.0,320000.0,as new,3.0,3.0,,,,3211,462.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2285.714285714286
400.0,875000.0,to renovate,2.0,8.0,,,,1040,180.0,0,0,,house,apartment,1,75,Brussel-Capital,Brussels_zone,1,2187.5
162.0,369000.0,,2.0,3.0,hyper equipped,,,2630,220.0,0,0,,house,house,1,155,Antwerp,Flanders_zone,3,2277.777777777778
115.0,109000.0,to renovate,2.0,3.0,not installed,,,4500,140.0,0,0,,house,house,1,65,Liege,Wallonia_zone,2,947.8260869565217
147.0,261000.0,,,4.0,,,,8830,265.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1775.5102040816328
127.0,359000.0,as new,,3.0,hyper equipped,,,8800,276.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2826.771653543307
122.0,285000.0,to renovate,3.0,4.0,semi equipped,,,9310,1235.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2336.065573770492
110.0,179000.0,to be done up,2.0,2.0,not installed,,,4040,242.0,0,0,,house,house,1,120,Liege,Wallonia_zone,2,1627.2727272727273
175.0,189000.0,to be done up,2.0,4.0,semi equipped,,,4500,165.0,1,34,,house,house,0,0,Liege,Wallonia_zone,2,1080.0
180.0,400000.0,just renovated,4.0,4.0,installed,,,1470,652.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2222.222222222222
136.0,261877.0,,3.0,3.0,,,,8610,265.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1925.5661764705883
214.0,335000.0,good,3.0,3.0,,,,9320,290.0,1,20,,house,house,1,100,East Flanders,Flanders_zone,3,1565.4205607476636
252.0,317500.0,as new,2.0,3.0,usa installed,,,7100,120.0,1,78,,house,mansion,0,0,Hainaut,Wallonia_zone,2,1259.920634920635
365.0,365000.0,to renovate,,,,,,8700,152.0,0,0,,house,apartment,0,0,West Flanders,Flanders_zone,3,1000.0
253.0,100000.0,to be done up,4.0,3.0,,,,6870,1086.0,0,0,,house,house,1,893,Luxembourg,Wallonia_zone,2,395.25691699604744
270.0,1025000.0,as new,2.0,5.0,installed,,,1050,104.0,0,0,,house,mansion,0,0,Brussel-Capital,Brussels_zone,1,3796.296296296296
472.0,425000.0,just renovated,4.0,5.0,installed,,,3660,1449.0,0,0,,house,mansion,0,0,Limburg,Flanders_zone,3,900.4237288135594
231.0,299000.0,as new,3.0,2.0,semi equipped,,,6800,589.0,0,0,,house,mixed,0,0,Luxembourg,Wallonia_zone,2,1294.3722943722944
650.0,950000.0,as new,4.0,5.0,,,,1601,2003.0,0,0,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,1461.5384615384614
103.0,190000.0,good,2.0,2.0,,,,6032,299.0,1,30,,house,house,1,50,Hainaut,Wallonia_zone,2,1844.6601941747572
262.0,420000.0,as new,3.0,4.0,semi equipped,,,4680,1962.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1603.0534351145038
113.0,164000.0,to be done up,2.0,2.0,,,,9600,150.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1451.3274336283187
130.0,290644.0,,3.0,3.0,,,,8430,310.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2235.723076923077
155.0,725000.0,as new,4.0,3.0,,,,1180,1.0,1,53,,house,villa,1,281,Brussel-Capital,Brussels_zone,1,4677.419354838709
400.0,695000.0,good,4.0,3.0,installed,,1.0,9060,4320.0,0,0,,house,exceptiona,0,0,East Flanders,Flanders_zone,3,1737.5
131.0,222000.0,,2.0,3.0,installed,,,7800,178.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1694.6564885496184
250.0,575000.0,to be done up,2.0,2.0,hyper equipped,,,1000,75.0,1,30,,house,mixed,0,0,Brussel-Capital,Brussels_zone,1,2300.0
157.0,338990.0,,3.0,4.0,hyper equipped,,,5530,7500.0,1,16,,house,house,0,0,Namur,Wallonia_zone,2,2159.171974522293
175.0,445000.0,as new,4.0,2.0,installed,,1.0,4500,3912.0,1,60,,house,villa,1,3750,Liege,Wallonia_zone,2,2542.8571428571427
267.0,360000.0,just renovated,3.0,3.0,installed,,,5140,814.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1348.314606741573
340.0,685000.0,good,3.0,3.0,hyper equipped,,,3080,310.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2014.7058823529412
188.0,295000.0,good,4.0,3.0,,,1.0,1495,925.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1569.1489361702127
555.0,590000.0,just renovated,3.0,5.0,installed,,1.0,7860,10516.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1063.063063063063
472.0,995000.0,good,3.0,6.0,semi equipped,,2.0,1880,427.0,1,72,,house,apartment,0,0,Flemish Brabant,Flanders_zone,3,2108.0508474576272
202.0,300000.0,,3.0,4.0,installed,,,6600,1332.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1485.148514851485
115.0,275000.0,good,4.0,1.0,installed,,,1435,153.0,0,0,,house,mixed,0,0,Walloon Brabant,Wallonia_zone,2,2391.304347826087
124.0,168000.0,,2.0,3.0,hyper equipped,,,7141,162.0,1,16,,house,house,1,30,Hainaut,Wallonia_zone,2,1354.8387096774193
334.0,519000.0,good,2.0,3.0,installed,,,8450,162.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1553.8922155688622
192.0,250000.0,just renovated,3.0,3.0,installed,,,7321,1482.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1302.0833333333333
128.0,266500.0,as new,2.0,3.0,installed,,,8560,156.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2082.03125
600.0,2950000.0,just renovated,4.0,5.0,hyper equipped,,,1180,1980.0,0,0,,house,villa,0,0,Brussel-Capital,Brussels_zone,1,4916.666666666667
152.0,278300.0,,3.0,3.0,,,,8800,199.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1830.921052631579
167.0,319000.0,,2.0,5.0,,,,9050,87.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1910.179640718563
850.0,1350000.0,to renovate,4.0,10.0,installed,,,1090,2528.0,1,50,True,house,villa,1,2000,Brussel-Capital,Brussels_zone,1,1588.235294117647
180.0,469000.0,as new,4.0,3.0,hyper equipped,,1.0,1540,1150.0,1,150,,house,villa,1,500,Flemish Brabant,Flanders_zone,3,2605.5555555555557
144.0,434507.0,as new,3.0,3.0,usa hyper equipped,,,3020,440.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3017.409722222222
140.0,299483.0,as new,3.0,4.0,hyper equipped,,,4400,875.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,2139.1642857142856
525.0,1985000.0,as new,2.0,5.0,installed,,,1200,673.0,0,0,,house,mansion,0,0,Brussel-Capital,Brussels_zone,1,3780.9523809523807
135.0,375000.0,to be done up,4.0,3.0,installed,,,6110,3483.0,0,0,,house,exceptiona,0,0,Hainaut,Wallonia_zone,2,2777.777777777778
144.0,359000.0,as new,2.0,3.0,,,,9820,300.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2493.0555555555557
216.0,323300.0,as new,3.0,4.0,hyper equipped,,,2850,134.0,0,0,,house,town,0,0,Antwerp,Flanders_zone,3,1496.7592592592594
500.0,4500000.0,good,4.0,7.0,installed,,,1180,4700.0,0,0,True,house,exceptiona,0,0,Brussel-Capital,Brussels_zone,1,9000.0
155.0,245000.0,to be done up,,3.0,,,,9100,140.0,0,0,,house,house,1,30,East Flanders,Flanders_zone,3,1580.6451612903227
161.0,395000.0,as new,2.0,4.0,,,,9890,159.0,0,0,,house,house,1,45,East Flanders,Flanders_zone,3,2453.416149068323
100.0,195000.0,to be done up,4.0,2.0,semi equipped,,,4540,483.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1950.0
140.0,277944.0,,2.0,4.0,,,,4800,186.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1985.3142857142857
260.0,349000.0,to be done up,4.0,4.0,,,,4550,8682.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1342.3076923076924
149.0,284554.0,,3.0,3.0,,,,8800,341.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1909.758389261745
162.0,329000.0,,,3.0,,,,2380,212.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2030.8641975308642
450.0,320000.0,just renovated,,4.0,,,,8972,1228.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,711.1111111111111
276.0,170000.0,,4.0,2.0,,,,2580,1672.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,615.9420289855072
202.0,475000.0,to renovate,2.0,4.0,,,,2018,121.0,0,0,,house,mansion,0,0,Antwerp,Flanders_zone,3,2351.4851485148515
112.0,199000.0,good,4.0,3.0,not installed,,,4020,530.0,1,15,,house,house,1,252,Liege,Wallonia_zone,2,1776.7857142857142
850.0,2480000.0,to be done up,4.0,10.0,installed,,,1850,95000.0,0,0,,house,castle,1,950002,Flemish Brabant,Flanders_zone,3,2917.6470588235293
95.0,30000.0,good,3.0,2.0,installed,,,6220,259.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,315.7894736842105
112.0,349000.0,,2.0,3.0,,,,9960,290.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3116.0714285714284
624.0,1495000.0,as new,,3.0,,,,8470,5924.0,0,0,,house,country,0,0,West Flanders,Flanders_zone,3,2395.8333333333335
150.0,375000.0,to renovate,2.0,2.0,,,,3080,167.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2500.0
90.0,139000.0,good,2.0,2.0,installed,,,6040,416.0,1,40,,house,house,1,330,Hainaut,Wallonia_zone,2,1544.4444444444443
320.0,715000.0,as new,4.0,3.0,installed,,,9700,9626.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,2234.375
550.0,1650000.0,to renovate,2.0,5.0,not installed,,,1050,366.0,1,35,,house,exceptiona,1,233,Brussel-Capital,Brussels_zone,1,3000.0
356.0,1875000.0,as new,3.0,8.0,hyper equipped,,,8300,350.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,5266.853932584269
156.0,115000.0,to renovate,2.0,3.0,installed,,,7080,590.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,737.1794871794872
315.0,415000.0,good,2.0,4.0,,,,4620,484.0,0,0,,house,mixed,0,0,Liege,Wallonia_zone,2,1317.4603174603174
230.0,333000.0,just renovated,4.0,4.0,hyper equipped,,,9500,1498.0,0,0,,house,house,1,1498,East Flanders,Flanders_zone,3,1447.8260869565217
235.0,429000.0,to be done up,4.0,6.0,,,,5372,16590.0,0,0,,house,exceptiona,0,0,Namur,Wallonia_zone,2,1825.531914893617
154.0,262377.0,,2.0,3.0,,,,8980,281.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1703.7467532467533
210.0,890000.0,as new,2.0,4.0,usa installed,,,1170,216.0,1,30,,house,house,1,150,Brussel-Capital,Brussels_zone,1,4238.0952380952385
165.0,305000.0,,3.0,3.0,,,,8820,277.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1848.4848484848485
87.0,280000.0,,2.0,2.0,hyper equipped,,,8400,156.0,1,19,,house,house,1,47,West Flanders,Flanders_zone,3,3218.390804597701
181.0,419000.0,good,4.0,,,,,4570,2200.0,0,0,,house,villa,0,0,Liege,Wallonia_zone,2,2314.9171270718234
210.0,325000.0,good,3.0,2.0,installed,,,8560,526.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1547.6190476190477
125.0,155000.0,good,,1.0,semi equipped,,,8370,49.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1240.0
230.0,497000.0,as new,3.0,5.0,installed,,,2620,660.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2160.8695652173915
305.0,399000.0,good,4.0,3.0,installed,,,4020,1313.0,1,65,,house,house,1,460,Liege,Wallonia_zone,2,1308.1967213114754
120.0,175000.0,to be done up,2.0,3.0,installed,,,2850,85.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1458.3333333333333
183.0,324000.0,good,2.0,2.0,not installed,,,1703,450.0,0,0,,house,house,1,350,Flemish Brabant,Flanders_zone,3,1770.4918032786886
144.0,330000.0,,3.0,3.0,installed,,,8730,221.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2291.6666666666665
155.0,725000.0,as new,4.0,3.0,,,,1180,1.0,1,53,,house,villa,1,281,Brussel-Capital,Brussels_zone,1,4677.419354838709
502.0,627000.0,,3.0,4.0,not installed,,,1300,1233.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1249.003984063745
135.0,615000.0,,2.0,2.0,hyper equipped,,,9000,69.0,1,14,,house,house,0,0,East Flanders,Flanders_zone,3,4555.555555555556
153.0,410000.0,as new,3.0,3.0,installed,,,8790,270.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2679.7385620915034
220.0,465000.0,just renovated,3.0,4.0,usa installed,,,1410,131.0,1,30,,house,house,1,60,Walloon Brabant,Wallonia_zone,2,2113.6363636363635
600.0,1790000.0,as new,4.0,6.0,,,1.0,1640,1300.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2983.3333333333335
430.0,950000.0,,3.0,3.0,hyper equipped,,,1850,1462.0,1,50,True,house,villa,1,1300,Flemish Brabant,Flanders_zone,3,2209.3023255813955
90.0,275000.0,,2.0,2.0,hyper equipped,,,8400,156.0,1,19,,house,house,1,47,West Flanders,Flanders_zone,3,3055.5555555555557
216.0,509000.0,good,2.0,4.0,installed,,,9300,170.0,1,15,,house,house,1,25,East Flanders,Flanders_zone,3,2356.4814814814813
135.0,219000.0,as new,,3.0,installed,,,5540,280.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,1622.2222222222222
139.0,179000.0,to renovate,2.0,3.0,installed,,,8530,207.0,0,0,,house,house,1,32,West Flanders,Flanders_zone,3,1287.769784172662
275.0,369000.0,to be done up,,4.0,installed,,,1600,887.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1341.8181818181818
306.0,595000.0,as new,3.0,5.0,usa hyper equipped,yes,,8930,730.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1944.4444444444443
134.0,265000.0,,,3.0,,,,8560,237.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1977.6119402985075
170.0,495000.0,to renovate,4.0,4.0,installed,,,1330,740.0,1,60,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2911.764705882353
187.0,329000.0,good,2.0,3.0,installed,,2.0,9170,303.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1759.3582887700534
174.0,480000.0,good,3.0,4.0,installed,,,8790,463.0,0,0,,house,house,1,359,West Flanders,Flanders_zone,3,2758.6206896551726
107.0,165000.0,good,2.0,3.0,installed,,,9600,100.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1542.056074766355
375.0,890000.0,as new,4.0,4.0,hyper equipped,,1.0,3061,715.0,1,60,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2373.3333333333335
160.0,475000.0,good,4.0,4.0,,,,1300,731.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2968.75
96.0,231376.0,good,2.0,2.0,installed,,,9600,113.0,1,17,,house,house,0,0,East Flanders,Flanders_zone,3,2410.1666666666665
120.0,235000.0,to be done up,3.0,3.0,usa semi equipped,,,9120,226.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1958.3333333333333
140.0,515000.0,,,3.0,,,,9000,112.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3678.5714285714284
150.0,276500.0,,,4.0,installed,,,8930,585.0,1,19,,house,house,0,0,West Flanders,Flanders_zone,3,1843.3333333333333
185.0,249000.0,,2.0,4.0,,,,8650,310.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1345.945945945946
236.0,395000.0,to be done up,,5.0,installed,,,9550,435.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1673.7288135593221
101.0,230000.0,,4.0,2.0,installed,,,5660,1309.0,1,15,,house,villa,1,1100,Namur,Wallonia_zone,2,2277.227722772277
130.0,260000.0,,,4.0,,,,8830,250.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2000.0
