,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
3889,4389,166.0,449000.0,as new,3.0,4.0,hyper equipped,,,9860,540.0,0,0,,house,house,0,0
3891,4392,155.0,229000.0,good,3.0,2.0,usa hyper equipped,no,,5580,260.0,1,30,,house,house,1,260
3892,4393,60.0,105000.0,,2.0,1.0,semi equipped,no,,6762,109.0,0,0,,house,house,0,0
3893,4395,321.0,535000.0,,,2.0,,no,,8793,321.0,1,122,,house,apartment,0,0
3895,4397,89.0,545000.0,,2.0,6.0,,no,,3000,90.0,1,15,,house,house,1,15
3896,4398,180.0,528700.0,as new,4.0,3.0,hyper equipped,,,9255,1130.0,0,0,,house,house,0,0
3897,4399,180.0,595000.0,as new,4.0,4.0,installed,no,1.0,1650,1003.0,1,26,,house,villa,1,800
3898,4400,81.0,250000.0,to be done up,3.0,2.0,semi equipped,no,1.0,5030,633.0,1,25,,house,house,1,400
3899,4401,335.0,496000.0,to be done up,2.0,4.0,semi equipped,no,,9040,305.0,0,0,,house,mixed,0,0
3900,4402,150.0,192000.0,to be done up,2.0,3.0,not installed,no,,4020,553.0,0,0,,house,house,1,443
3901,4404,190.0,199000.0,good,2.0,5.0,installed,,,6240,370.0,0,0,,house,house,0,0
3902,4405,273.0,1050000.0,as new,2.0,5.0,installed,,,1150,400.0,0,0,,house,mansion,0,0
3903,4406,233.0,434600.0,as new,4.0,3.0,hyper equipped,,,2220,970.0,0,0,,house,house,0,0
3904,4407,195.0,495000.0,good,2.0,5.0,,,,9420,201.0,0,0,,house,apartment,0,0
3906,4411,129.0,140000.0,good,2.0,3.0,installed,no,,7012,185.0,0,0,,house,house,0,0
3907,4412,191.0,171500.0,as new,3.0,3.0,,no,,7134,430.0,0,0,,house,house,1,1
3908,4413,170.0,420000.0,good,3.0,3.0,usa installed,no,,1082,230.0,0,0,,house,house,1,100
3909,4414,215.0,395000.0,to be done up,2.0,4.0,installed,no,,1800,200.0,0,0,,house,mansion,0,0
3910,4415,93.0,170000.0,good,2.0,2.0,installed,no,,4101,79.0,1,20,,house,house,0,0
3911,4416,180.0,250000.0,just renovated,4.0,4.0,installed,no,1.0,7120,420.0,0,0,,house,house,0,0
3912,4417,108.0,252716.0,as new,2.0,3.0,semi equipped,no,,9900,216.0,0,0,,house,house,1,162
3913,4418,322.0,445000.0,to be done up,3.0,5.0,installed,no,,1430,479.0,0,0,,house,mixed,1,315
3914,4419,218.0,149000.0,just renovated,2.0,3.0,semi equipped,no,,5300,492.0,0,0,,house,house,0,0
3915,4420,141.0,199500.0,to be done up,2.0,4.0,installed,no,,7000,128.0,0,0,,house,house,0,0
3916,4422,200.0,270000.0,good,4.0,4.0,,,,7340,1328.0,0,0,,house,villa,0,0
3917,4423,253.0,379000.0,as new,,3.0,hyper equipped,no,,8740,596.0,0,0,,house,house,0,0
3919,4425,242.0,385000.0,as new,2.0,4.0,installed,no,,1080,118.0,0,0,,house,house,1,45
3920,4426,182.0,425000.0,as new,2.0,4.0,usa hyper equipped,no,,2820,175.0,1,30,,house,house,1,117
3921,4427,119.0,199000.0,to renovate,4.0,2.0,not installed,no,,6210,950.0,1,15,,house,villa,1,800
3922,4428,310.0,795000.0,good,4.0,5.0,hyper equipped,no,1.0,1420,1234.0,1,30,,house,villa,1,900
3923,4429,121.0,128000.0,to be done up,3.0,3.0,installed,,,6600,176.0,0,0,,house,house,0,0
3924,4430,175.0,415000.0,,,3.0,hyper equipped,no,,8490,636.0,0,0,,house,house,0,0
3925,4431,246.0,420000.0,good,4.0,3.0,installed,no,,7134,1082.0,0,0,,house,house,0,0
3926,4432,210.0,650000.0,good,2.0,4.0,installed,no,1.0,1030,110.0,1,15,,house,house,1,44
3927,4433,467.0,1295000.0,to be done up,4.0,6.0,hyper equipped,no,,3090,2420.0,0,0,True,house,villa,1,2300
3928,4434,262.0,375000.0,good,2.0,4.0,installed,no,,1800,250.0,1,30,,house,mixed,1,110
3929,4435,221.0,549000.0,good,4.0,3.0,usa hyper equipped,,,1742,420.0,0,0,,house,exceptiona,1,283
3930,4436,170.0,380000.0,to renovate,4.0,3.0,installed,no,,3360,776.0,1,10,,house,house,1,385
3931,4437,89.0,986000.0,,,2.0,,no,,2930,486.0,0,0,,house,apartment,0,0
3932,4438,114.0,243349.0,,2.0,2.0,hyper equipped,no,,9550,120.0,0,0,,house,house,0,0
3933,4439,175.0,414000.0,,3.0,5.0,,no,,9030,139.0,1,14,,house,house,1,32
3934,4440,481.0,445000.0,to be done up,3.0,4.0,installed,no,,6630,685.0,1,65,,house,mixed,0,0
3935,4442,200.0,350000.0,to renovate,,4.0,semi equipped,no,,2800,592.0,0,0,,house,house,0,0
3936,4443,130.0,235000.0,to be done up,4.0,4.0,installed,no,,5300,857.0,1,20,,house,house,0,0
3938,4446,180.0,369000.0,good,2.0,4.0,hyper equipped,,,9300,246.0,0,0,,house,house,0,0
3939,4447,180.0,235000.0,good,,4.0,installed,no,,9600,180.0,0,0,,house,house,0,0
3940,4448,148.0,259000.0,as new,3.0,4.0,installed,no,,9900,178.0,0,0,,house,house,0,0
3941,4449,615.0,625000.0,good,4.0,4.0,hyper equipped,no,,2460,3860.0,1,30,,house,mixed,1,2500
3942,4450,130.0,189000.0,as new,2.0,4.0,,no,,9600,60.0,0,0,,house,house,0,0
3943,4451,140.0,330000.0,as new,3.0,4.0,installed,no,,8553,140.0,0,0,,house,house,0,0
3944,4452,121.0,140000.0,,2.0,3.0,not installed,no,,7134,220.0,0,0,,house,house,0,0
3945,4453,142.0,229000.0,,3.0,2.0,,no,,4540,1090.0,0,0,,house,house,0,0
3946,4454,180.0,295000.0,as new,4.0,3.0,,no,,8560,377.0,0,0,,house,house,0,0
3947,4455,195.0,119000.0,to renovate,3.0,4.0,not installed,no,,4602,150.0,1,25,,house,house,0,0
3949,4458,191.0,220000.0,to be done up,3.0,4.0,,,,9040,690.0,0,0,,house,house,0,0
3950,4459,210.0,399000.0,,3.0,3.0,,no,,4550,750.0,1,30,,house,house,0,0
3951,4460,151.0,310000.0,,,4.0,usa hyper equipped,no,,8200,276.0,0,0,,house,house,0,0
3953,4462,362.0,450000.0,to be done up,,4.0,installed,no,,9900,1550.0,0,0,,house,villa,0,0
3954,4463,251.0,535000.0,as new,,4.0,,no,,3018,1158.0,0,0,,house,house,0,0
3957,4467,216.0,317500.0,good,2.0,3.0,installed,no,,9420,189.0,0,0,,house,house,0,0
3958,4468,402.0,725000.0,,4.0,5.0,installed,no,,8600,2134.0,0,0,,house,villa,1,2000
3959,4469,405.0,1190000.0,as new,,5.0,hyper equipped,no,,9992,5370.0,0,0,,house,country,0,0
3960,4470,200.0,252000.0,good,3.0,4.0,hyper equipped,no,,9600,228.0,1,24,,house,house,1,80
3961,4471,130.0,249500.0,to renovate,,3.0,,no,,8680,445.0,0,0,,house,house,0,0
3962,4472,240.0,190000.0,to renovate,4.0,4.0,semi equipped,no,,4357,2060.0,0,0,,house,house,1,1900
3963,4473,207.0,349000.0,good,4.0,4.0,installed,no,,4287,926.0,1,50,,house,house,1,806
3965,4477,141.0,259000.0,good,,3.0,hyper equipped,no,,8450,99.0,0,0,,house,house,0,0
3966,4478,128.0,289000.0,,2.0,2.0,hyper equipped,no,,9550,164.0,0,0,,house,house,0,0
3967,4479,346.0,975000.0,as new,2.0,4.0,,no,,8000,230.0,0,0,,house,mansion,0,0
3968,4480,375.0,850000.0,good,4.0,4.0,hyper equipped,no,1.0,1370,7474.0,1,30,,house,exceptiona,1,7474
3969,4481,124.0,315000.0,to renovate,2.0,4.0,,no,,9000,56.0,0,0,,house,house,0,0
3971,4483,50.0,115000.0,good,2.0,1.0,semi equipped,no,,1350,43.0,0,0,,house,house,0,0
3972,4484,153.0,275200.0,,3.0,3.0,not installed,no,,2830,218.0,1,24,,house,house,0,0
3975,4487,150.0,255500.0,good,,4.0,installed,no,,8552,131.0,0,0,,house,house,0,0
3976,4488,320.0,629500.0,good,4.0,4.0,hyper equipped,no,,1700,1173.0,0,0,,house,villa,0,0
3977,4489,152.0,224000.0,good,2.0,3.0,installed,no,,9900,130.0,0,0,,house,house,0,0
3978,4490,370.0,345000.0,to be done up,3.0,6.0,semi equipped,no,2.0,9170,425.0,0,0,,house,house,0,0
3979,4491,380.0,325000.0,good,3.0,4.0,usa installed,no,,7040,863.0,1,40,True,house,exceptiona,1,560
3980,4492,270.0,740000.0,as new,2.0,5.0,hyper equipped,no,,1180,260.0,1,50,,house,exceptiona,1,166
3981,4493,750.0,2750000.0,good,,9.0,installed,no,,9000,270.0,0,0,,house,house,0,0
3982,4494,400.0,2300000.0,as new,2.0,3.0,hyper equipped,,,2000,200.0,0,0,,house,exceptiona,0,0
3983,4495,186.0,549000.0,as new,2.0,4.0,hyper equipped,no,,1932,192.0,1,24,,house,house,1,90
3985,4497,400.0,750000.0,good,4.0,7.0,hyper equipped,no,1.0,6780,7200.0,0,0,,house,mansion,0,0
3986,4498,112.0,150000.0,to be done up,3.0,2.0,semi equipped,no,,8511,447.0,0,0,,house,house,0,0
3987,4499,154.0,360000.0,,,4.0,,no,,9030,129.0,1,14,,house,house,1,30
3988,4501,200.0,465000.0,good,4.0,3.0,installed,no,,4000,680.0,1,32,,house,house,0,0
3989,4503,145.0,247000.0,to be done up,3.0,4.0,semi equipped,,,9320,300.0,0,0,,house,house,0,0
3990,4504,100.0,165000.0,,2.0,2.0,,no,,6761,400.0,0,0,,house,house,0,0
3991,4505,200.0,239000.0,,3.0,4.0,,no,,8630,100.0,0,0,,house,house,0,0
3992,4506,217.0,375000.0,good,,5.0,installed,no,,2980,551.0,0,0,,house,house,0,0
3994,4508,300.0,399000.0,just renovated,,4.0,,no,,8906,2047.0,0,0,,house,house,0,0
3996,4510,182.0,425000.0,to be done up,,4.0,semi equipped,no,,1600,697.0,0,0,,house,house,0,0
3997,4511,179.0,364000.0,as new,,3.0,hyper equipped,no,,2550,155.0,0,0,,house,house,0,0
3998,4512,70.0,210000.0,just renovated,4.0,2.0,installed,no,,5550,2220.0,0,0,,house,chalet,0,0
3999,4513,130.0,185000.0,just renovated,3.0,3.0,installed,no,,7033,250.0,0,0,,house,house,0,0
4001,4515,154.0,292500.0,good,3.0,3.0,installed,no,,8480,364.0,0,0,,house,house,0,0
4002,4516,340.0,899000.0,good,2.0,6.0,installed,,,1700,360.0,0,0,,house,apartment,0,0
4003,4517,127.0,210000.0,good,2.0,2.0,installed,no,,3404,193.0,0,0,,house,house,1,82
4004,4518,790.0,1650000.0,as new,2.0,5.0,installed,no,,7500,730.0,0,0,True,house,mansion,0,0
4005,4519,170.0,32245.0,good,4.0,3.0,installed,no,,4590,990.0,1,20,,house,house,1,650
4006,4520,140.0,695000.0,to renovate,2.0,4.0,,no,,1050,53.0,0,0,,house,mixed,0,0
4008,4523,296.0,598000.0,good,2.0,4.0,hyper equipped,,,2500,330.0,0,0,,house,mansion,1,280
4009,4524,147.0,219000.0,to be done up,,2.0,,,,8000,100.0,0,0,,house,house,0,0
4011,4527,298.0,825000.0,just renovated,4.0,3.0,installed,,1.0,9270,3250.0,1,50,,house,villa,1,2952
4012,4528,231.0,445000.0,as new,3.0,3.0,usa hyper equipped,,,3210,368.0,0,0,,house,house,0,0
4013,4529,88.0,270000.0,,,1.0,,no,,9052,106.0,1,18,,house,house,0,0
4014,4530,140.0,385000.0,as new,4.0,4.0,installed,no,,5170,1100.0,1,73,,house,villa,1,1100
4015,4531,332.0,525000.0,,2.0,4.0,,no,2.0,1081,135.0,1,39,,house,mansion,0,0
4016,4533,900.0,2495000.0,as new,4.0,7.0,,,1.0,1410,2650.0,0,0,,house,villa,0,0
4017,4534,510.0,575000.0,to renovate,4.0,2.0,,,,2640,424.0,0,0,,house,house,0,0
4019,4538,173.0,249900.0,just renovated,2.0,4.0,hyper equipped,no,,9600,133.0,1,10,,house,house,1,20
4020,4539,285.0,349000.0,just renovated,3.0,4.0,hyper equipped,no,,3700,733.0,0,0,,house,house,0,0
4021,4540,164.0,145000.0,,2.0,3.0,semi equipped,no,,5680,293.0,0,0,,house,house,1,150
4023,4542,480.0,2490000.0,,4.0,5.0,hyper equipped,no,,3080,1792.0,1,25,,house,house,0,0
4024,4544,162.0,387500.0,as new,3.0,3.0,hyper equipped,,,2870,432.0,0,0,,house,house,0,0
4025,4545,180.0,387000.0,as new,3.0,3.0,,,,2400,299.0,0,0,,house,house,0,0
4026,4547,140.0,229000.0,to be done up,,3.0,,,,9200,120.0,0,0,,house,house,0,0
4028,4549,205.0,475000.0,,4.0,3.0,,no,,4550,1650.0,1,30,,house,house,0,0
4029,4550,170.0,225000.0,to be done up,2.0,2.0,semi equipped,no,,1400,270.0,0,0,,house,house,0,0
4030,4551,212.0,495000.0,as new,3.0,4.0,,,,3210,450.0,0,0,,house,house,0,0
4031,4552,411.0,1300000.0,good,3.0,6.0,installed,no,,3001,952.0,0,0,,house,villa,0,0
4033,4554,70.0,198000.0,good,3.0,2.0,installed,no,,7804,137.0,0,0,,house,house,0,0
4034,4555,140.0,249000.0,good,3.0,3.0,semi equipped,no,,5060,789.0,1,70,,house,house,1,450
4036,4557,235.0,375000.0,good,3.0,4.0,installed,no,,1640,348.0,1,27,,house,house,0,0
4037,4559,126.0,232500.0,,2.0,3.0,not installed,no,,4500,65.0,1,15,,house,house,1,50
4039,4561,480.0,2985000.0,as new,4.0,5.0,hyper equipped,,,1150,1270.0,1,67,,house,villa,0,0
4040,4562,199.0,235000.0,as new,2.0,3.0,,no,,9600,141.0,0,0,,house,house,0,0
4041,4563,105.0,169000.0,to renovate,4.0,3.0,semi equipped,no,,4520,2628.0,0,0,,house,house,1,2500
4042,4564,147.0,240000.0,good,3.0,3.0,semi equipped,no,,4020,656.0,0,0,,house,town,0,0
4043,4565,164.0,279000.0,as new,,3.0,installed,,,8560,395.0,0,0,,house,house,0,0
4044,4566,300.0,890000.0,good,2.0,7.0,installed,,,1000,150.0,0,0,,house,house,1,50
4045,4567,114.0,249944.0,,3.0,3.0,,no,,8790,346.0,0,0,,house,house,0,0
4046,4568,198.0,475800.0,as new,4.0,4.0,hyper equipped,,,2220,850.0,0,0,,house,house,0,0
4047,4569,192.0,148000.0,,4.0,4.0,semi equipped,no,,6001,245.0,1,5,,house,house,1,145
4048,4570,173.0,40000.0,,2.0,4.0,,,,6567,370.0,0,0,,house,house,0,0
4049,4571,259.0,210000.0,good,2.0,3.0,installed,no,,6760,425.0,1,25,,house,house,1,320
4050,4572,97.0,185000.0,to renovate,,2.0,semi equipped,,,9473,180.0,0,0,,house,house,1,180
4051,4573,130.0,277500.0,,4.0,4.0,,no,,1495,766.0,0,0,,house,house,1,1
4052,4574,160.0,439000.0,just renovated,3.0,4.0,usa installed,no,,1860,140.0,0,0,,house,house,1,40
4053,4575,125.0,350000.0,as new,4.0,3.0,installed,no,,7020,650.0,1,13,,house,villa,0,0
4055,4577,166.0,440000.0,as new,2.0,2.0,installed,no,1.0,9000,350.0,1,30,,house,house,1,210
4056,4578,254.0,400000.0,good,2.0,5.0,installed,no,,6700,171.0,1,17,,house,house,0,0
4057,4579,134.0,299500.0,,3.0,3.0,,,,2560,178.0,1,15,,house,house,0,0
4058,4580,121.0,599000.0,,,5.0,,no,,3000,123.0,0,0,,house,house,0,0
4059,4581,371.0,185000.0,to renovate,4.0,5.0,,,,4671,5152.0,0,0,,house,house,0,0
4060,4582,207.0,369000.0,as new,2.0,3.0,installed,no,,3300,102.0,1,18,,house,house,0,0
4062,4584,600.0,1350000.0,good,4.0,6.0,hyper equipped,,,2300,21780.0,0,0,True,house,house,1,21780
4063,4585,151.0,225000.0,to be done up,,2.0,semi equipped,,,8790,71.0,0,0,,house,house,0,0
4064,4586,275.0,895000.0,,4.0,4.0,,no,,1410,2678.0,0,0,,house,villa,0,0
4066,4588,700.0,2690000.0,as new,4.0,4.0,usa hyper equipped,,,1180,2500.0,0,0,True,house,house,0,0
4067,4589,145.0,160000.0,,2.0,2.0,,,,2900,115.0,0,0,,house,house,0,0
4068,4590,330.0,325000.0,good,2.0,2.0,,no,,9500,153.0,1,37,,house,house,0,0
4069,4591,200.0,275000.0,just renovated,4.0,4.0,,no,,5640,735.0,0,0,,house,house,0,0
4071,4593,180.0,555000.0,,2.0,3.0,hyper equipped,no,1.0,1180,82.0,1,17,,house,house,0,0
4072,4594,100.0,229000.0,good,3.0,3.0,,no,,4020,150.0,0,0,,house,house,0,0
4076,4598,150.0,454000.0,just renovated,3.0,3.0,installed,no,,2930,248.0,1,8,,house,house,1,50
4077,4599,340.0,929000.0,as new,4.0,4.0,installed,no,,8400,830.0,0,0,True,house,villa,0,0
4078,4600,167.0,348800.0,as new,3.0,3.0,,,,4690,1094.0,0,0,,house,house,0,0
4079,4601,307.0,819000.0,as new,4.0,5.0,hyper equipped,no,,1702,1830.0,0,0,True,house,exceptiona,1,1500
4080,4602,845.0,2750000.0,as new,4.0,10.0,usa installed,no,,1310,4210.0,0,0,,house,house,1,4200
4081,4603,114.0,274000.0,,3.0,3.0,usa hyper equipped,no,,2370,120.0,0,0,,house,house,1,120
4082,4604,138.0,262000.0,,,4.0,,,,8800,227.0,0,0,,house,house,0,0
4083,4605,90.0,650000.0,good,2.0,2.0,installed,no,6.0,8370,155.0,0,0,,house,apartment,0,0
4084,4606,291.0,775000.0,as new,4.0,4.0,installed,no,,1755,9266.0,1,157,,house,country,1,8937
4085,4607,160.0,339000.0,,3.0,4.0,installed,no,,8600,528.0,0,0,,house,house,1,426
4086,4608,120.0,249000.0,good,2.0,3.0,,no,,4040,740.0,0,0,,house,house,1,300
4087,4609,70.0,225000.0,good,2.0,2.0,installed,no,,4620,155.0,1,15,,house,mixed,1,100
4088,4610,170.0,350000.0,just renovated,4.0,4.0,,no,,6700,2600.0,1,40,,house,villa,0,0
4090,4613,220.0,475000.0,as new,4.0,4.0,hyper equipped,,,6141,865.0,0,0,,house,villa,1,400
4092,4616,221.0,290000.0,to be done up,3.0,3.0,installed,no,,9500,317.0,0,0,,house,house,0,0
4093,4617,185.0,435000.0,good,2.0,4.0,semi equipped,no,,1190,175.0,1,20,,house,house,1,65
4094,4618,180.0,428000.0,good,4.0,3.0,installed,no,,9160,677.0,1,50,,house,house,1,300
4095,4619,80.0,80000.0,to renovate,2.0,2.0,,no,,7600,310.0,0,0,,house,house,0,0
4096,4620,150.0,480000.0,as new,4.0,3.0,usa hyper equipped,no,,1420,617.0,1,20,,house,villa,1,400
4098,4622,122.0,159000.0,to renovate,2.0,2.0,semi equipped,,,9300,150.0,0,0,,house,house,0,0
4099,4623,461.0,449000.0,good,3.0,4.0,semi equipped,no,,1540,861.0,0,0,,house,house,0,0
4100,4624,570.0,885000.0,good,4.0,5.0,hyper equipped,no,1.0,8470,2800.0,1,150,True,house,manor,1,2200
4103,4629,350.0,1390000.0,as new,2.0,5.0,usa hyper equipped,yes,,1050,150.0,1,54,,house,apartment,1,40
4105,4631,150.0,295000.0,good,4.0,4.0,semi equipped,no,,4500,1377.0,0,0,,house,house,0,0
4106,4632,247.0,439000.0,as new,,3.0,hyper equipped,,,9840,606.0,0,0,,house,villa,0,0
4107,4633,125.0,165000.0,,2.0,3.0,installed,,,4460,430.0,0,0,,house,house,0,0
4108,4634,329.0,750000.0,as new,,4.0,hyper equipped,no,,8420,987.0,0,0,,house,mansion,0,0
4110,4636,156.0,289000.0,to be done up,3.0,3.0,semi equipped,no,,1880,475.0,1,60,,house,house,1,250
4111,4637,200.0,545000.0,as new,4.0,4.0,installed,no,,5000,1238.0,1,80,,house,villa,1,1100
4112,4638,156.0,445000.0,good,4.0,2.0,installed,no,,2260,1020.0,0,0,,house,bungalow,0,0
4113,4640,124.0,279000.0,,3.0,3.0,,no,,1500,255.0,0,0,,house,house,0,0
4115,4643,150.0,390000.0,good,4.0,3.0,installed,no,1.0,7120,3152.0,0,0,,house,house,0,0
4116,4644,245.0,275000.0,good,3.0,4.0,installed,,,6830,130.0,0,0,,house,apartment,0,0
4117,4645,166.0,375660.0,as new,3.0,4.0,installed,no,,9060,753.0,0,0,,house,house,0,0
4118,4646,225.0,439000.0,as new,2.0,2.0,installed,no,,9000,150.0,1,25,,house,mixed,1,43
4120,4648,226.0,249000.0,good,,3.0,semi equipped,no,,9300,110.0,0,0,,house,house,1,11
4121,4649,285.0,395000.0,to be done up,4.0,5.0,semi equipped,no,,4347,1400.0,0,0,,house,house,0,0
4122,4650,381.0,370000.0,,2.0,3.0,,no,,8870,543.0,0,0,,house,house,0,0
4123,4651,190.0,399000.0,good,2.0,3.0,usa hyper equipped,no,,1070,50.0,1,5,,house,apartment,0,0
4124,4652,110.0,380000.0,good,3.0,3.0,semi equipped,no,,3020,163.0,1,17,,house,house,1,51
4125,4653,158.0,309000.0,,3.0,3.0,,no,,1360,337.0,0,0,,house,house,0,0
4126,4654,273.0,245000.0,good,4.0,3.0,installed,no,,6890,1360.0,0,0,,house,house,0,0
4128,4656,900.0,2600000.0,to renovate,4.0,5.0,hyper equipped,no,,1640,5000.0,0,0,True,house,house,1,4100
4129,4657,245.0,220000.0,to be done up,2.0,2.0,,no,,8870,198.0,0,0,,house,house,0,0
4130,4658,110.0,159500.0,to be done up,3.0,2.0,semi equipped,no,,4860,113.0,0,0,,house,house,1,70
4131,4659,242.0,850000.0,as new,3.0,4.0,,no,1.0,1410,1290.0,1,40,,house,house,1,1200
4132,4660,190.0,395000.0,as new,4.0,3.0,hyper equipped,no,,4530,3500.0,1,40,True,house,house,1,3300
4133,4661,336.0,799000.0,good,2.0,4.0,installed,no,,9200,181.0,0,0,,house,house,0,0
4134,4662,170.0,378000.0,as new,2.0,4.0,installed,no,,2550,165.0,1,32,,house,house,1,82
4135,4663,163.0,395000.0,,3.0,4.0,,no,,4000,348.0,0,0,,house,villa,0,0
4136,4664,146.0,345000.0,good,,4.0,not installed,no,,4000,5.0,1,5,,house,house,0,0
4137,4665,627.0,1750000.0,,2.0,6.0,hyper equipped,no,1.0,3300,1233.0,0,0,,house,mixed,0,0
4138,4666,279.0,750000.0,good,,5.0,,,,1850,800.0,0,0,,house,apartment,0,0
4140,4669,243.0,495000.0,,,3.0,,no,,8810,2615.0,0,0,,house,house,0,0
4141,4670,135.0,351500.0,,,3.0,,,,9120,155.0,0,0,,house,house,0,0
4142,4671,172.0,350000.0,,2.0,4.0,not installed,no,,1650,164.0,0,0,,house,house,0,0
4143,4672,196.0,495000.0,as new,4.0,5.0,installed,no,,2380,813.0,1,25,,house,villa,1,400
4144,4673,127.0,210000.0,as new,2.0,3.0,,no,,9700,94.0,0,0,,house,house,0,0
4145,4674,188.0,735000.0,as new,3.0,3.0,hyper equipped,no,,1180,400.0,1,21,,house,house,1,300
4146,4675,235.0,239000.0,just renovated,,3.0,,,,8501,191.0,0,0,,house,house,0,0
4147,4676,90.0,179900.0,good,2.0,2.0,semi equipped,no,,4030,132.0,1,20,,house,house,1,55
4148,4677,300.0,799000.0,as new,,5.0,,no,1.0,8300,683.0,0,0,,house,house,0,0
4149,4678,180.0,675000.0,to be done up,2.0,5.0,,,,1190,147.0,1,30,,house,house,1,60
4150,4679,183.0,179000.0,to restore,2.0,3.0,not installed,no,,9500,420.0,1,16,,house,house,1,275
4151,4680,486.0,349000.0,good,4.0,5.0,installed,,,6690,1056.0,0,0,,house,house,0,0
4152,4681,350.0,495000.0,as new,2.0,7.0,semi equipped,no,1.0,7130,255.0,0,0,,house,mansion,0,0
4153,4682,310.0,425000.0,to be done up,,6.0,,,1.0,8790,500.0,0,0,,house,mansion,0,0
4154,4683,185.0,449000.0,to be done up,4.0,4.0,semi equipped,no,1.0,6250,2680.0,0,0,,house,villa,0,0
4155,4684,192.0,325000.0,good,1.0,3.0,installed,no,1.0,2070,220.0,1,10,,house,town,1,145
4156,4687,259.0,429000.0,,,3.0,installed,no,,9050,149.0,0,0,,house,house,0,0
4157,4688,274.0,525000.0,to be done up,4.0,3.0,installed,no,1.0,9250,1815.0,0,0,,house,villa,1,1815
4158,4689,190.0,595000.0,just renovated,4.0,3.0,installed,no,,6780,921.0,1,20,,house,house,1,800
4160,4691,150.0,315000.0,good,3.0,3.0,,no,,9600,582.0,0,0,,house,house,0,0
4161,4692,208.0,679000.0,as new,4.0,4.0,hyper equipped,no,,2530,841.0,0,0,,house,house,1,470
4162,4695,147.0,283825.0,,3.0,3.0,,no,,9700,657.0,0,0,,house,house,0,0
4163,4696,80.0,159900.0,good,3.0,2.0,installed,no,,4450,194.0,1,20,,house,house,0,0
4164,4697,294.0,275000.0,good,3.0,,hyper equipped,,,8400,200.0,0,0,,house,mixed,0,0
4167,4700,77.0,289800.0,as new,,1.0,,no,,8200,90.0,0,0,,house,house,0,0
4168,4701,235.0,335000.0,to be done up,4.0,2.0,installed,no,,4020,3555.0,1,25,,house,house,1,2000
4169,4702,150.0,75000.0,to renovate,2.0,2.0,not installed,no,,9600,320.0,0,0,,house,house,0,0
4170,4703,190.0,498000.0,good,,,,no,,8000,160.0,0,0,,house,house,0,0
4171,4704,275.0,457000.0,good,,4.0,installed,no,,7712,1600.0,1,23,,house,house,0,0
4172,4705,115.0,165000.0,good,2.0,2.0,installed,no,,7973,380.0,0,0,,house,house,0,0
4173,4706,190.0,170000.0,good,3.0,3.0,installed,no,,7140,60.0,0,0,,house,house,1,30
4174,4707,160.0,285000.0,just renovated,4.0,3.0,installed,no,,6181,600.0,1,30,,house,house,1,520
4175,4708,127.0,369500.0,as new,2.0,3.0,,,,2100,200.0,1,20,,house,house,1,70
4176,4709,810.0,1845000.0,as new,3.0,13.0,hyper equipped,no,,8570,898.0,0,0,,house,apartment,0,0
4177,4710,185.0,90000.0,to be done up,2.0,4.0,semi equipped,no,,6540,390.0,0,0,,house,house,0,0
4178,4711,198.0,259000.0,just renovated,2.0,3.0,installed,no,,7141,200.0,0,0,,house,house,1,1
4181,4714,305.0,1300000.0,,2.0,6.0,,no,,1050,207.0,0,0,,house,house,0,0
4182,4716,260.0,850000.0,to be done up,2.0,5.0,hyper equipped,no,,1050,187.0,1,26,,house,house,1,90
4183,4717,144.0,269000.0,good,3.0,3.0,semi equipped,no,,8210,460.0,0,0,,house,house,0,0
4184,4718,190.0,550000.0,to be done up,4.0,5.0,installed,no,,7531,5280.0,0,0,,house,house,0,0
4186,4721,196.0,349000.0,good,,4.0,installed,no,,8310,206.0,0,0,,house,house,1,90
4187,4722,151.0,318777.0,,3.0,3.0,,,,8560,358.0,0,0,,house,house,0,0
4188,4723,154.0,349000.0,,,3.0,,,,2590,247.0,0,0,,house,house,0,0
4190,4725,131.0,292650.0,,3.0,3.0,,,,8760,314.0,0,0,,house,house,0,0
4192,4727,170.0,475000.0,good,4.0,5.0,installed,no,1.0,1421,710.0,1,25,,house,house,1,400
4193,4728,220.0,215000.0,good,2.0,4.0,installed,no,,8930,260.0,1,1,,house,house,1,1
4194,4730,387.0,875000.0,just renovated,2.0,5.0,semi equipped,no,1.0,1090,247.0,1,2,,house,mansion,1,102
4195,4731,146.0,79000.0,,4.0,3.0,,,,4690,1068.0,0,0,,house,house,1,816
4196,4732,150.0,265000.0,as new,2.0,3.0,,no,,8930,171.0,0,0,,house,house,0,0
4199,4735,283.0,549000.0,as new,4.0,5.0,usa hyper equipped,,,3920,1100.0,1,42,,house,villa,1,800
4200,4736,130.0,299000.0,good,2.0,3.0,installed,no,,9032,116.0,1,16,,house,house,1,37
4201,4737,113.0,395000.0,,,5.0,,,,9000,50.0,0,0,,house,house,0,0
4202,4738,130.0,240000.0,,,3.0,,no,,8370,82.0,0,0,,house,house,0,0
4203,4739,312.0,469000.0,to be done up,,4.0,,,,8210,894.0,0,0,,house,villa,0,0
