,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface
4204,4740,164.0,350000.0,,3.0,4.0,installed,no,,8730,271.0,0,0,,house,house,0,0
4205,4741,220.0,599000.0,as new,4.0,4.0,usa hyper equipped,no,,1300,735.0,0,0,,house,house,1,600
4206,4742,320.0,1090000.0,as new,4.0,5.0,hyper equipped,no,,1410,485.0,0,0,,house,villa,0,0
4207,4743,927.0,1950000.0,just renovated,4.0,6.0,hyper equipped,no,1.0,1470,3723.0,0,0,,house,exceptiona,0,0
4209,4746,250.0,475000.0,as new,,3.0,installed,no,,6950,1562.0,1,40,,house,villa,1,1562
4210,4747,220.0,820000.0,good,4.0,4.0,usa hyper equipped,no,1.0,1652,1100.0,1,60,True,house,villa,1,900
4211,4748,143.0,235000.0,as new,2.0,4.0,installed,no,,9900,153.0,0,0,,house,house,0,0
4216,4755,132.0,280000.0,,2.0,3.0,,no,,7190,220.0,1,22,,house,house,1,100
4217,4756,426.0,1348000.0,just renovated,3.0,11.0,hyper equipped,no,,9000,730.0,0,0,,house,house,0,0
4218,4757,370.0,595000.0,to renovate,2.0,,not installed,no,,1000,130.0,0,0,,house,apartment,0,0
4219,4758,208.0,529000.0,to be done up,2.0,4.0,usa installed,no,,1040,56.0,0,0,,house,apartment,0,0
4220,4759,200.0,225000.0,,,4.0,installed,no,,6750,200.0,1,25,,house,house,1,100
4221,4761,105.0,285000.0,as new,,2.0,,no,,8600,260.0,0,0,,house,house,0,0
4222,4762,180.0,390000.0,to renovate,2.0,3.0,semi equipped,no,,1020,165.0,0,0,,house,house,1,35
4223,4763,144.0,130000.0,to be done up,2.0,2.0,semi equipped,no,,7390,160.0,0,0,,house,house,0,0
4225,4765,100.0,265000.0,good,4.0,2.0,not installed,no,,5000,1000.0,1,25,,house,villa,1,900
4226,4766,129.0,238000.0,,,4.0,,,,8800,137.0,0,0,,house,house,0,0
4227,4767,103.0,250000.0,,3.0,3.0,,no,,9600,361.0,1,20,,house,house,0,0
4228,4768,175.0,358000.0,,4.0,3.0,semi equipped,no,,9790,1114.0,0,0,,house,villa,0,0
4229,4769,140.0,100000.0,to renovate,,2.0,semi equipped,no,,7141,713.0,0,0,,house,house,0,0
4232,4773,1050.0,2750000.0,to be done up,,3.0,,no,,8490,25000.0,0,0,,house,castle,0,0
4233,4774,118.0,229000.0,,,2.0,,,,9940,318.0,1,55,,house,house,1,190
4235,4776,197.0,380000.0,as new,4.0,4.0,,no,,7090,414.0,0,0,,house,house,0,0
4236,4777,136.0,277500.0,as new,2.0,3.0,hyper equipped,no,,4000,245.0,0,0,,house,house,0,0
4238,4779,197.0,324000.0,,2.0,3.0,installed,no,,2560,126.0,1,11,,house,house,1,30
4239,4780,181.0,220000.0,to renovate,3.0,3.0,not installed,no,,2870,244.0,0,0,,house,house,1,113
4240,4781,158.0,309000.0,as new,3.0,3.0,usa hyper equipped,no,,1360,264.0,0,0,,house,house,0,0
4241,4783,350.0,595000.0,good,4.0,6.0,installed,no,,8500,764.0,1,35,,house,villa,1,600
4242,4784,125.0,365000.0,to renovate,3.0,3.0,semi equipped,no,,3090,640.0,0,0,,house,bungalow,1,350
4243,4785,280.0,299000.0,just renovated,4.0,3.0,installed,no,,5060,411.0,0,0,,house,mixed,1,215
4244,4786,300.0,275000.0,to be done up,2.0,4.0,semi equipped,no,,4032,120.0,0,0,,house,apartment,0,0
4245,4787,520.0,499500.0,,,6.0,semi equipped,no,,8570,260.0,0,0,,house,house,0,0
4246,4788,141.0,279000.0,good,2.0,4.0,hyper equipped,no,,8310,396.0,1,25,,house,house,1,300
4247,4789,115.0,250000.0,to renovate,2.0,4.0,installed,no,,9040,115.0,0,0,,house,house,0,0
4248,4790,125.0,275000.0,to be done up,3.0,3.0,,no,,1380,525.0,1,12,,house,house,0,0
4249,4791,140.0,178000.0,,3.0,3.0,semi equipped,no,,6767,685.0,0,0,,house,house,0,0
4250,4792,175.0,259000.0,good,4.0,3.0,installed,no,,4500,770.0,1,20,,house,house,1,700
4251,4794,180.0,170000.0,,3.0,4.0,semi equipped,no,,6813,801.0,0,0,,house,house,0,0
4252,4795,340.0,775000.0,,,4.0,,no,,1780,415.0,1,41,,house,house,0,0
4253,4796,400.0,2150000.0,as new,,6.0,hyper equipped,,,1150,400.0,1,50,,house,villa,0,0
4254,4797,175.0,335000.0,as new,,4.0,,,,8400,178.0,0,0,,house,house,0,0
4255,4798,190.0,200000.0,good,3.0,5.0,installed,no,,8400,115.0,0,0,,house,house,0,0
4256,4799,357.0,550000.0,good,,7.0,installed,yes,1.0,4560,547.0,0,0,,house,house,0,0
4257,4800,210.0,417000.0,,3.0,5.0,hyper equipped,,,3150,393.0,1,21,,house,house,1,323
4258,4801,157.0,414000.0,as new,3.0,4.0,installed,no,,9930,728.0,0,0,,house,house,0,0
4259,4802,169.0,475000.0,,,3.0,installed,no,,8670,873.0,1,20,,house,house,1,700
4260,4804,158.0,425000.0,as new,4.0,4.0,usa installed,no,,4210,3017.0,1,48,,house,house,1,2937
4261,4805,177.0,425000.0,as new,,4.0,hyper equipped,no,,1420,500.0,0,0,,house,house,0,0
4262,4806,156.0,285000.0,good,3.0,3.0,installed,no,,9820,250.0,1,8,,house,house,1,90
4266,4811,240.0,289000.0,to renovate,3.0,3.0,semi equipped,,,9550,592.0,0,0,,house,house,0,0
4269,4814,617.0,1175000.0,good,4.0,6.0,installed,no,3.0,9900,8036.0,0,0,,house,villa,0,0
4270,4815,115.0,279000.0,good,2.0,3.0,hyper equipped,,,9041,141.0,1,34,,house,house,1,50
4272,4817,85.0,165000.0,to renovate,3.0,3.0,,,,5590,268.0,0,0,,house,house,0,0
4273,4818,200.0,350000.0,as new,2.0,3.0,not installed,,,3300,110.0,0,0,,house,mansion,0,0
4274,4819,103.0,275500.0,to renovate,,2.0,semi equipped,no,,9950,1162.0,0,0,,house,house,0,0
4275,4820,720.0,1180000.0,good,4.0,12.0,installed,no,,3798,1247.0,0,0,,house,apartment,1,200
4276,4821,295.0,299000.0,good,,9.0,installed,no,,8370,100.0,0,0,,house,house,0,0
4277,4822,191.0,385000.0,,4.0,3.0,,no,1.0,1730,1021.0,0,0,,house,villa,0,0
4279,4825,210.0,245000.0,as new,3.0,5.0,installed,no,,6040,111.0,1,18,,house,house,0,0
4280,4826,155.0,299000.0,to be done up,2.0,3.0,installed,no,,1800,550.0,1,50,,house,house,0,0
4282,4828,132.0,321500.0,as new,2.0,3.0,installed,no,,2850,160.0,1,24,,house,house,1,80
4283,4830,150.0,265000.0,,,2.0,installed,,,8810,470.0,0,0,,house,villa,0,0
4284,4831,415.0,795000.0,,,5.0,,,,3910,2458.0,0,0,,house,villa,0,0
4285,4832,161.0,299000.0,,3.0,3.0,,no,,1360,257.0,0,0,,house,house,0,0
4286,4833,260.0,399000.0,good,4.0,4.0,hyper equipped,,,4101,3820.0,1,40,,house,villa,0,0
4288,4835,260.0,489000.0,,2.0,4.0,hyper equipped,,,1325,589.0,0,0,,house,house,0,0
4289,4836,150.0,235000.0,good,4.0,8.0,semi equipped,no,,7000,475.0,0,0,,house,mixed,0,0
4290,4837,117.0,279500.0,,3.0,1.0,installed,no,,4620,164.0,0,0,,house,house,1,308
4291,4838,170.0,749000.0,as new,3.0,4.0,hyper equipped,no,,1200,310.0,1,40,,house,town,1,95
4295,4842,337.0,670000.0,just renovated,4.0,4.0,installed,no,,9200,910.0,0,0,,house,mansion,1,910
4296,4843,316.0,395000.0,to renovate,3.0,4.0,,no,,3080,1080.0,0,0,,house,house,0,0
4297,4844,160.0,249000.0,good,,3.0,installed,no,,9620,94.0,0,0,,house,house,0,0
4298,4845,235.0,695000.0,good,4.0,4.0,hyper equipped,,,1082,623.0,1,9,,house,villa,0,0
4299,4846,128.0,219000.0,,2.0,3.0,,no,,9200,121.0,1,12,,house,house,0,0
4300,4847,204.0,1275000.0,good,4.0,4.0,installed,no,,3900,40500.0,0,0,,house,mixed,0,0
4301,4848,298.0,2575000.0,as new,,5.0,,,,1000,929.0,0,0,,house,villa,0,0
4302,4849,317.0,275000.0,,4.0,5.0,installed,,,2230,1003.0,0,0,,house,house,0,0
4303,4850,218.0,169000.0,to be done up,3.0,3.0,installed,no,,8551,169.0,0,0,,house,house,0,0
4304,4851,159.0,379000.0,,,4.0,,no,,9000,194.0,1,34,,house,house,0,0
4305,4852,135.0,237500.0,,3.0,4.0,,,,9600,390.0,0,0,,house,house,0,0
4306,4853,220.0,399000.0,as new,4.0,3.0,installed,no,1.0,6972,1186.0,0,0,,house,house,1,1068
4307,4854,450.0,745000.0,as new,4.0,5.0,hyper equipped,,2.0,1470,1436.0,0,0,,house,villa,0,0
4308,4855,135.0,415000.0,as new,,3.0,,,,9280,255.0,0,0,,house,house,0,0
4309,4856,182.0,295000.0,,3.0,3.0,not installed,no,,6990,702.0,0,0,,house,house,0,0
4310,4857,226.0,625000.0,good,3.0,5.0,installed,no,,1080,690.0,1,35,,house,house,0,0
4311,4858,355.0,619000.0,as new,4.0,2.0,hyper equipped,,,9320,549.0,0,0,,house,villa,0,0
4312,4859,101.0,143500.0,good,3.0,3.0,semi equipped,no,,4860,233.0,1,35,,house,house,1,150
4313,4860,130.0,325000.0,,4.0,3.0,,no,,9940,241.0,0,0,,house,house,0,0
4314,4861,150.0,175000.0,to renovate,3.0,2.0,installed,no,,1457,740.0,0,0,,house,house,0,0
4315,4862,43.0,75000.0,,,2.0,semi equipped,no,,6760,51.0,0,0,,house,bungalow,0,0
4318,4865,141.0,99000.0,,2.0,3.0,semi equipped,no,1.0,3700,80.0,0,0,,house,house,0,0
4320,4867,130.0,260000.0,,,4.0,,,,8830,250.0,0,0,,house,house,0,0
4321,4868,148.0,267000.0,,,4.0,,,,8830,251.0,0,0,,house,house,0,0
4322,4869,122.0,295000.0,good,4.0,3.0,semi equipped,no,,6767,1634.0,1,40,,house,house,1,1633
4323,4870,136.0,349000.0,,,3.0,,no,,9700,340.0,0,0,,house,house,0,0
4324,4871,150.0,200000.0,just renovated,4.0,3.0,not installed,no,,6600,890.0,0,0,,house,house,0,0
4326,4874,161.0,403500.0,as new,3.0,4.0,installed,no,,9930,646.0,0,0,,house,house,0,0
4327,4875,155.0,307000.0,,3.0,3.0,installed,no,,2450,268.0,1,15,,house,house,0,0
4329,4877,190.0,435000.0,,2.0,4.0,hyper equipped,,,9000,113.0,0,0,,house,house,0,0
4330,4878,123.0,175000.0,good,,4.0,installed,no,,8700,60.0,0,0,,house,house,0,0
4331,4879,145.0,95000.0,to renovate,3.0,1.0,,no,,4520,390.0,0,0,,house,house,0,0
4332,4880,136.0,199000.0,good,3.0,4.0,,,,5590,500.0,0,0,,house,house,0,0
4333,4881,300.0,550000.0,,4.0,4.0,installed,,,1700,1229.0,0,0,,house,exceptiona,0,0
4334,4882,143.0,342200.0,as new,,3.0,hyper equipped,no,,9400,562.0,0,0,,house,house,0,0
4335,4883,250.0,260000.0,to renovate,,3.0,semi equipped,no,,8620,118.0,0,0,,house,house,0,0
4337,4885,121.0,289043.0,,2.0,3.0,,,,8020,126.0,0,0,,house,house,0,0
4338,4886,150.0,272500.0,,4.0,3.0,,no,,8650,384.0,0,0,,house,house,0,0
4339,4888,758.0,1250000.0,good,4.0,6.0,,,1.0,7180,26769.0,1,100,,house,villa,1,26590
4340,4890,226.0,274900.0,good,,4.0,hyper equipped,no,,5600,5600.0,1,30,,house,villa,0,0
4341,4891,121.0,310130.0,,3.0,3.0,,,,8020,188.0,0,0,,house,house,0,0
4342,4892,130.0,329000.0,just renovated,,2.0,installed,no,,9700,328.0,0,0,,house,house,0,0
4343,4893,239.0,795000.0,to be done up,2.0,4.0,usa hyper equipped,no,,1000,196.0,1,10,,house,house,1,60
4344,4895,169.0,140000.0,good,2.0,2.0,installed,no,,7080,240.0,0,0,,house,house,0,0
4345,4896,206.0,79000.0,to renovate,2.0,3.0,not installed,no,,6020,210.0,0,0,,house,mansion,0,0
4346,4899,160.0,109000.0,to be done up,2.0,4.0,semi equipped,no,,4101,66.0,0,0,,house,house,0,0
4348,4902,260.0,699000.0,as new,4.0,5.0,usa hyper equipped,no,,1320,2400.0,1,50,True,house,villa,1,2400
4351,4905,195.0,369000.0,as new,2.0,3.0,hyper equipped,,,9300,226.0,0,0,,house,house,0,0
4352,4906,200.0,279000.0,good,3.0,4.0,,no,,8820,441.0,0,0,,house,house,1,303
4353,4907,141.0,60000.0,to renovate,2.0,2.0,not installed,no,,7080,150.0,0,0,,house,house,0,0
4354,4909,185.0,260000.0,to be done up,2.0,4.0,,no,,4000,43.0,0,0,,house,apartment,0,0
4355,4910,150.0,569000.0,to renovate,2.0,3.0,semi equipped,no,,1150,141.0,1,8,,house,town,0,0
4357,4912,450.0,668000.0,good,4.0,5.0,installed,no,1.0,9150,738.0,0,0,,house,villa,1,206
4358,4913,198.0,562600.0,as new,4.0,4.0,hyper equipped,,,3210,1004.0,0,0,,house,house,0,0
4359,4914,182.0,275000.0,,3.0,3.0,not installed,no,,6990,407.0,0,0,,house,house,0,0
4360,4915,440.0,1699000.0,good,4.0,5.0,installed,,,1090,951.0,1,89,,house,exceptiona,0,0
4361,4916,213.0,250000.0,to be done up,2.0,3.0,installed,,,7100,300.0,1,15,,house,house,1,200
4362,4917,195.0,639000.0,as new,4.0,4.0,hyper equipped,no,,8420,550.0,1,40,,house,villa,0,0
4363,4918,120.0,265000.0,to be done up,2.0,4.0,installed,no,,9040,84.0,0,0,,house,house,0,0
4367,4923,150.0,420000.0,to renovate,2.0,3.0,installed,,1.0,1180,165.0,0,0,,house,town,1,80
4368,4924,120.0,325000.0,to be done up,2.0,3.0,,no,,9000,96.0,0,0,,house,house,0,0
4369,4926,135.0,210000.0,to be done up,2.0,4.0,installed,no,,4020,108.0,1,25,,house,house,0,0
4370,4928,140.0,232000.0,as new,2.0,3.0,,,,8600,98.0,0,0,,house,house,0,0
4372,4930,145.0,365000.0,good,,3.0,installed,no,,1470,752.0,0,0,,house,villa,0,0
4373,4932,130.0,40000.0,good,4.0,4.0,installed,no,,4400,900.0,0,0,,house,villa,0,0
4374,4933,530.0,899000.0,as new,4.0,5.0,hyper equipped,no,,2243,3010.0,0,0,,house,villa,0,0
4376,4935,191.0,397000.0,to be done up,4.0,3.0,not installed,,,1476,1323.0,0,0,,house,villa,0,0
4377,4936,161.0,295500.0,,4.0,4.0,installed,no,,5590,631.0,0,0,,house,villa,0,0
4378,4937,148.0,328700.0,as new,2.0,3.0,installed,no,,2850,160.0,1,24,,house,house,1,80
4379,4938,200.0,320000.0,to renovate,,4.0,,no,,4100,700.0,0,0,,house,house,0,0
4381,4941,119.0,140000.0,good,3.0,3.0,installed,,,7160,615.0,0,0,,house,house,0,0
4383,4944,170.0,350000.0,just renovated,4.0,4.0,,no,,6700,2600.0,1,40,,house,house,0,0
4384,4945,210.0,500000.0,,,3.0,,no,,8310,180.0,0,0,,house,house,0,0
4385,4946,366.0,945000.0,as new,,6.0,,no,1.0,1410,1025.0,0,0,,house,house,1,1025
4386,4947,635.0,1999000.0,to restore,2.0,3.0,installed,,,1000,635.0,0,0,,house,mansion,0,0
4387,4948,200.0,139000.0,,,5.0,not installed,no,,7860,60.0,0,0,,house,mixed,0,0
4388,4949,880.0,2500000.0,as new,4.0,6.0,hyper equipped,no,,1950,1812.0,0,0,True,house,exceptiona,1,1100
4389,4951,87.0,270000.0,,2.0,2.0,hyper equipped,no,,8400,156.0,1,19,,house,house,1,47
4390,4952,136.0,99000.0,just renovated,2.0,4.0,semi equipped,no,,6030,60.0,0,0,,house,house,0,0
4391,4953,140.0,229000.0,just renovated,3.0,3.0,installed,no,,6953,160.0,0,0,,house,house,1,160
4392,4954,140.0,265000.0,,4.0,3.0,hyper equipped,yes,1.0,6440,100.0,1,25,,house,villa,0,0
4393,4956,243.0,269900.0,,3.0,3.0,,no,,6044,560.0,1,15,,house,house,1,475
4394,4957,161.0,339000.0,,4.0,3.0,,no,,8730,1077.0,0,0,,house,house,0,0
4395,4958,104.0,235400.0,,3.0,3.0,,,,8560,282.0,0,0,,house,house,0,0
4396,4959,400.0,949000.0,good,4.0,4.0,hyper equipped,,,2970,2030.0,0,0,True,house,villa,0,0
4397,4960,191.0,2999000.0,,4.0,5.0,hyper equipped,,,8300,290.0,0,0,,house,house,0,0
4398,4961,139.0,345000.0,to renovate,4.0,2.0,installed,no,,2920,640.0,1,25,,house,house,1,350
4400,4963,260.0,395000.0,good,3.0,3.0,,,,1300,955.0,0,0,,house,country,0,0
4401,4964,155.0,200000.0,,3.0,4.0,installed,no,,5620,379.0,1,10,,house,house,1,300
4402,4965,170.0,375000.0,as new,3.0,4.0,installed,no,,9800,1530.0,1,30,,house,house,1,1000
4403,4966,175.0,149000.0,to renovate,3.0,4.0,semi equipped,no,,6690,310.0,0,0,,house,house,0,0
4404,4968,115.0,239500.0,,3.0,3.0,semi equipped,no,,9870,219.0,0,0,,house,house,0,0
4405,4969,209.0,495000.0,good,3.0,3.0,,,,1410,428.0,1,25,,house,house,0,0
4406,4971,149.0,310600.0,,,3.0,,no,,8460,335.0,0,0,,house,house,0,0
4407,4973,142.0,290000.0,to renovate,4.0,3.0,semi equipped,no,,7700,775.0,0,0,,house,house,0,0
4408,4974,304.0,269000.0,to renovate,4.0,5.0,installed,,,9570,811.0,0,0,,house,country,0,0
4409,4975,320.0,485000.0,to be done up,,6.0,,no,,3210,3835.0,0,0,,house,house,0,0
4410,4976,482.0,1350000.0,,,4.0,,,1.0,9880,2158.0,0,0,,house,villa,0,0
4411,4977,190.0,180000.0,good,2.0,2.0,installed,no,,7370,362.0,0,0,,house,house,0,0
4412,4978,200.0,659000.0,as new,2.0,3.0,hyper equipped,no,,2018,75.0,0,0,,house,house,1,25
4413,4979,217.0,444100.0,as new,4.0,3.0,hyper equipped,,,2220,938.0,0,0,,house,house,0,0
4414,4980,390.0,695000.0,to be done up,2.0,8.0,not installed,,,1190,295.0,0,0,,house,house,0,0
4415,4981,105.0,295000.0,good,4.0,2.0,installed,no,,4610,998.0,1,25,,house,bungalow,0,0
4416,4982,197.0,299000.0,good,2.0,3.0,installed,no,,8400,88.0,0,0,,house,apartment,0,0
4417,4983,105.0,87000.0,good,3.0,3.0,,no,,4870,1817.0,0,0,,house,house,1,1700
4418,4984,165.0,440000.0,just renovated,2.0,3.0,,no,,9000,165.0,1,12,,house,house,1,50
4419,4985,409.0,1450000.0,,,4.0,,no,,8300,307.0,0,0,,house,house,0,0
4420,4986,258.0,325000.0,as new,4.0,5.0,usa installed,no,,6043,1231.0,1,60,,house,house,1,1123
4421,4988,145.0,295000.0,as new,3.0,3.0,usa installed,no,,8630,290.0,0,0,,house,house,0,0
4422,4989,356.0,598000.0,,4.0,4.0,not installed,,,1300,700.0,0,0,,house,house,0,0
4423,4990,130.0,275000.0,good,4.0,3.0,installed,no,,3220,1933.0,1,12,,house,chalet,1,1700
4424,4991,135.0,169000.0,,3.0,2.0,installed,no,,6001,105.0,1,10,,house,house,0,0
4425,4992,270.0,275000.0,to restore,2.0,8.0,semi equipped,no,,1080,76.0,0,0,,house,apartment,0,0
4426,4993,193.0,359000.0,,,4.0,hyper equipped,,,9660,325.0,0,0,,house,house,1,325
4427,4994,108.0,185000.0,to be done up,4.0,3.0,semi equipped,no,,5555,521.0,0,0,,house,house,0,0
4428,4995,90.0,37000.0,to renovate,4.0,2.0,semi equipped,yes,,6941,400.0,1,10,,house,chalet,1,310
4429,4996,126.0,180000.0,good,2.0,3.0,,no,,7830,240.0,0,0,,house,house,0,0
4430,4997,115.0,238630.0,,2.0,2.0,hyper equipped,no,,9550,102.0,0,0,,house,house,0,0
4432,4999,170.0,125000.0,to renovate,,3.0,,,,8800,80.0,0,0,,house,house,0,0
4433,5000,640.0,1850000.0,just renovated,4.0,6.0,installed,no,,7500,110000.0,0,0,,house,exceptiona,0,0
4434,5001,164.0,320000.0,good,4.0,4.0,installed,no,,7110,1183.0,1,75,,house,villa,1,1000
4435,5004,289.0,438000.0,as new,4.0,4.0,,,,4040,1000.0,1,40,,house,villa,1,1000
4436,5006,282.0,289000.0,good,4.0,5.0,semi equipped,no,,5570,951.0,0,0,,house,house,0,0
4437,5007,311.0,489000.0,good,,4.0,installed,no,,9620,1808.0,0,0,,house,villa,0,0
4438,5008,279.0,945000.0,as new,,3.0,hyper equipped,no,,8510,825.0,0,0,,house,villa,0,0
4439,5009,106.0,120000.0,to renovate,2.0,3.0,semi equipped,no,,7110,158.0,0,0,,house,house,0,0
4440,5010,155.0,165000.0,to renovate,2.0,3.0,installed,no,,7950,852.0,0,0,,house,house,1,852
4442,5012,170.0,229000.0,good,4.0,3.0,installed,no,,4520,475.0,1,22,,house,house,1,270
4443,5013,90.0,255000.0,as new,,3.0,installed,no,,8434,220.0,0,0,,house,house,0,0
4444,5014,350.0,1875000.0,as new,3.0,8.0,hyper equipped,,,8300,270.0,0,0,,house,villa,0,0
4445,5015,130.0,95000.0,to renovate,2.0,2.0,,no,,9600,140.0,0,0,,house,house,0,0
4446,5016,210.0,350000.0,good,3.0,4.0,semi equipped,no,,7912,700.0,0,0,,house,house,0,0
4447,5017,240.0,525000.0,good,,1.0,,,,9000,170.0,0,0,,house,mansion,0,0
4449,5019,125.0,120000.0,to renovate,3.0,2.0,not installed,no,,7110,285.0,1,15,,house,house,1,100
4450,5020,160.0,338526.0,,3.0,3.0,hyper equipped,,,3400,434.0,1,10,,house,house,1,274
4451,5021,243.0,895000.0,,4.0,3.0,installed,no,,2630,1650.0,0,0,,house,villa,1,1000
4452,5022,188.0,459000.0,good,2.0,4.0,installed,no,,3010,300.0,1,45,,house,house,0,0
4453,5023,335.0,895000.0,to be done up,4.0,6.0,installed,no,,3090,2071.0,1,60,,house,villa,1,2071
4454,5024,214.0,475000.0,,4.0,3.0,usa hyper equipped,,,9200,967.0,1,50,,house,house,0,0
4455,5025,141.0,325000.0,to be done up,2.0,3.0,semi equipped,no,,1083,221.0,1,20,,house,house,1,150
4456,5026,239.0,175000.0,to renovate,3.0,4.0,semi equipped,no,,4250,1250.0,1,27,,house,house,1,1050
4457,5027,190.0,248000.0,good,3.0,4.0,,no,,8793,373.0,0,0,,house,house,1,100
4458,5028,275.0,475000.0,as new,4.0,5.0,usa hyper equipped,no,,3550,2900.0,1,50,,house,villa,1,2500
4459,5029,144.0,439509.0,,3.0,3.0,,,,3020,460.0,0,0,,house,house,0,0
4460,5030,115.0,395000.0,as new,4.0,4.0,hyper equipped,no,,9031,190.0,1,25,,house,house,0,0
4462,5032,125.0,475000.0,,,3.0,,no,,1180,189.0,1,19,,house,house,0,0
4464,5034,202.0,427500.0,good,4.0,4.0,installed,no,1.0,8530,667.0,0,0,True,house,bungalow,0,0
4465,5037,500.0,845000.0,to be done up,2.0,11.0,semi equipped,,,9300,396.0,0,0,,house,apartment,0,0
4466,5038,1165.0,1950000.0,as new,4.0,6.0,hyper equipped,no,,1470,3788.0,1,200,,house,exceptiona,1,3788
4467,5039,155.0,300000.0,to be done up,2.0,4.0,not installed,no,,5000,172.0,1,15,,house,house,1,30
4468,5040,410.0,729000.0,as new,4.0,7.0,installed,no,,6940,1485.0,1,40,,house,house,1,1485
4469,5041,143.0,229000.0,good,2.0,2.0,,no,,4430,169.0,1,11,,house,town,1,121
4470,5042,160.0,209000.0,as new,2.0,3.0,installed,no,,7160,625.0,0,0,,house,house,1,500
4471,5043,266.0,430000.0,,3.0,4.0,hyper equipped,no,,2950,265.0,1,25,,house,house,0,0
4473,5047,377.0,1350000.0,,,4.0,,,,8300,236.0,0,0,,house,house,0,0
4474,5048,225.0,339000.0,,3.0,5.0,,no,,4420,358.0,0,0,,house,mansion,0,0
4475,5049,178.0,290500.0,as new,2.0,3.0,,,,4690,570.0,0,0,,house,house,0,0
4476,5050,254.0,649000.0,,2.0,4.0,installed,no,1.0,9660,2330.0,1,25,,house,house,0,0
4477,5051,168.0,270000.0,as new,2.0,4.0,,no,,8800,216.0,0,0,,house,house,0,0
4479,5053,187.0,297500.0,as new,2.0,5.0,installed,no,,9900,240.0,1,30,,house,house,1,152
4480,5054,155.0,198000.0,good,3.0,3.0,semi equipped,,,7033,567.0,0,0,,house,house,0,0
4482,5056,227.0,384000.0,as new,3.0,4.0,,no,,1430,527.0,0,0,,house,house,0,0
4483,5057,540.0,1875000.0,as new,4.0,5.0,,no,,1150,620.0,0,0,,house,villa,0,0
4484,5059,200.0,149000.0,good,3.0,3.0,semi equipped,no,,7700,238.0,0,0,,house,house,1,55
4487,5063,166.0,348595.0,,2.0,3.0,,,,1790,202.0,0,0,,house,house,0,0
4488,5064,129.0,290100.0,good,3.0,3.0,installed,no,,8501,259.0,0,0,,house,house,0,0
4490,5066,154.0,286500.0,good,3.0,3.0,installed,no,,8480,340.0,0,0,,house,house,0,0
4492,5068,400.0,595000.0,good,4.0,5.0,hyper equipped,no,,9880,1400.0,0,0,,house,house,1,1000
4493,5069,189.0,292700.0,as new,3.0,3.0,installed,no,,8434,215.0,0,0,,house,house,1,125
4494,5070,250.0,335000.0,as new,4.0,4.0,,,,5530,1000.0,1,12,,house,house,0,0
4495,5071,88.0,60000.0,,2.0,3.0,,,,7130,233.0,0,0,,house,mixed,0,0
4496,5072,161.0,285000.0,good,2.0,3.0,installed,,,4431,275.0,1,20194,,house,house,1,190
4499,5075,154.0,359000.0,,3.0,3.0,,,,9406,511.0,0,0,,house,house,0,0
4501,5078,1275.0,2290000.0,as new,,,hyper equipped,,,9506,1175.0,0,0,,house,apartment,0,0
4502,5079,470.0,2250000.0,good,4.0,4.0,usa installed,no,,1180,3100.0,1,50,,house,house,1,2500
4503,5080,161.0,295000.0,,3.0,3.0,installed,no,,3890,432.0,1,9,,house,house,1,180
4504,5081,270.0,595000.0,as new,4.0,5.0,usa hyper equipped,no,,4257,2680.0,0,0,True,house,exceptiona,1,2300
4506,5083,215.0,650000.0,as new,2.0,4.0,hyper equipped,no,,1020,252.0,1,24,,house,town,1,94
4507,5085,160.0,179500.0,to be done up,3.0,2.0,semi equipped,no,,8790,376.0,0,0,,house,house,0,0
4508,5086,375.0,348000.0,to renovate,,10.0,not installed,no,,9600,693.0,0,0,,house,mixed,0,0
4509,5087,102.0,219000.0,good,3.0,3.0,installed,no,,4347,167.0,1,20,,house,house,1,46
4510,5088,148.0,267000.0,,,4.0,,,,8830,265.0,0,0,,house,house,0,0
4511,5089,220.0,99000.0,to be done up,4.0,3.0,,no,,5575,568.0,1,150,,house,house,1,295
4513,5092,200.0,334620.0,as new,3.0,3.0,,no,,3520,502.0,0,0,,house,house,0,0
4515,5094,145.0,299000.0,as new,4.0,3.0,installed,no,,8430,275.0,0,0,,house,villa,0,0
4516,5095,175.0,370435.0,,3.0,3.0,installed,,,8800,280.0,0,0,,house,villa,0,0
4517,5096,225.0,975000.0,as new,4.0,3.0,installed,no,1.0,2050,715.0,1,45,,house,house,1,550
4518,5097,131.0,293167.0,,3.0,3.0,,,,8760,329.0,0,0,,house,house,0,0
4519,5098,220.0,659000.0,as new,2.0,4.0,usa installed,no,1.0,2600,257.0,1,10,,house,house,1,132
4520,5099,260.0,365000.0,as new,4.0,5.0,installed,no,,3583,1736.0,1,1,,house,house,0,0
4521,5100,105.0,230800.0,,4.0,3.0,hyper equipped,yes,,6440,100.0,1,20,,house,villa,0,0
4522,5101,145.0,369000.0,good,2.0,2.0,hyper equipped,,,1070,148.0,1,17,,house,town,0,0
4524,5104,126.0,252000.0,,,3.0,,,,8830,198.0,0,0,,house,house,0,0
