,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,subtype,Province,Zone,zone_num
4854,5497,120.0,220000,to renovate,4.0,3.0,,,,6790,840.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4855,5498,150.0,345000,good,4.0,5.0,semi equipped,,1.0,5070,1950.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
4856,5499,100.0,195000,as new,2.0,2.0,not installed,,,4480,270.0,0,0,,house,town,1,185,8,Liège,Wallonia_zone,2
4857,5500,225.0,599000,good,2.0,4.0,installed,,,8200,158.0,0,0,,house,apartment,0,0,4,West Flanders,Flanders_zone,3
4859,5502,191.0,375000,to renovate,3.0,4.0,,,,8500,527.0,1,26,,house,house,1,85,1,West Flanders,Flanders_zone,3
4860,5503,163.0,265000,good,,3.0,installed,,,1420,1096.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
4861,5504,250.0,250000,as new,2.0,3.0,usa installed,,,7300,200.0,1,20,,house,mixed,0,0,3,Hainaut,Wallonia_zone,2
4862,5505,165.0,348595,,2.0,3.0,,,,1790,203.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4863,5506,152.0,329000,just renovated,3.0,2.0,installed,,,3980,540.0,1,40,,house,house,1,300,1,Limburg,Flanders_zone,3
4864,5507,126.0,232500,,2.0,3.0,not installed,,,4500,65.0,1,15,,house,house,1,50,1,Liège,Wallonia_zone,2
4865,5508,173.0,220000,,,3.0,,,,3770,509.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
4866,5509,337.0,890000,just renovated,2.0,5.0,installed,,,9700,481.0,0,0,,house,apartment,0,0,4,East Flanders,Flanders_zone,3
4867,5510,131.0,105000,to renovate,,2.0,installed,,,7012,167.0,0,0,,house,house,1,82,1,Hainaut,Wallonia_zone,2
4868,5511,180.0,399000,to renovate,2.0,3.0,usa hyper equipped,,,1000,75.0,1,36,,house,house,1,36,1,Brussel-Capital,Brussels_zone,1
4869,5512,147.0,143000,to renovate,2.0,3.0,,,,2140,122.0,0,0,,house,town,0,0,8,Antwerp,Flanders_zone,3
4870,5513,399.0,675000,good,,6.0,installed,,,1420,1817.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
4871,5514,250.0,590000,as new,4.0,3.0,usa hyper equipped,,1.0,1410,1050.0,1,15,,house,house,1,800,1,Walloon Brabant,Wallonia_zone,2
4872,5515,298.0,320000,good,,5.0,,,,9680,1006.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4874,5517,500.0,2990000,as new,4.0,5.0,,,1.0,1180,2700.0,0,0,True,house,villa,0,0,2,Brussel-Capital,Brussels_zone,1
4875,5518,262.0,525000,,2.0,4.0,,,,1780,311.0,0,0,,house,exceptiona,0,0,5,Flemish Brabant,Flanders_zone,3
4877,5520,417.0,495000,as new,3.0,6.0,hyper equipped,,,4500,940.0,0,0,,house,house,1,517,1,Liège,Wallonia_zone,2
4878,5521,153.0,349000,just renovated,1.0,3.0,hyper equipped,,,9000,70.0,1,22,,house,house,1,24,1,East Flanders,Flanders_zone,3
4880,5523,258.0,295000,as new,3.0,3.0,not installed,,,4560,262.0,0,0,,house,house,1,262,1,Liège,Wallonia_zone,2
4881,5524,446.0,2450000,as new,3.0,6.0,usa hyper equipped,yes,,2018,266.0,0,0,,house,house,1,266,1,Antwerp,Flanders_zone,3
4883,5526,203.0,419000,,,3.0,,,,2880,215.0,0,0,,house,house,1,133,1,Antwerp,Flanders_zone,3
4884,5527,145.0,515000,,,3.0,installed,,,9270,3306.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4885,5528,150.0,340000,as new,4.0,3.0,installed,,,7830,572.0,1,30,,house,villa,1,512,2,Hainaut,Wallonia_zone,2
4887,5531,470.0,348000,to be done up,2.0,3.0,semi equipped,,,9600,256.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4889,5533,233.0,189000,to renovate,2.0,4.0,installed,,,3404,673.0,1,30,,house,house,1,435,1,Flemish Brabant,Flanders_zone,3
4890,5534,160.0,359200,,3.0,3.0,,,,8790,442.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4891,5535,201.0,415000,just renovated,2.0,4.0,hyper equipped,,,2630,217.0,0,0,,house,house,1,106,1,Antwerp,Flanders_zone,3
4892,5537,152.0,330000,,3.0,3.0,,,,9406,307.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4895,5540,184.0,550000,good,3.0,5.0,installed,,,9840,400.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4896,5541,195.0,800000,to be done up,4.0,4.0,installed,,,1300,4188.0,0,0,,house,mixed,0,0,3,Walloon Brabant,Wallonia_zone,2
4897,5542,197.0,249000,,,5.0,,,,9000,71.0,0,0,,house,house,1,16,1,East Flanders,Flanders_zone,3
4898,5543,555.0,1500000,to be done up,2.0,8.0,usa installed,yes,,2018,337.0,1,25,,house,house,1,155,1,Antwerp,Flanders_zone,3
4899,5544,200.0,349000,,6.0,4.0,installed,,,4560,5900.0,0,0,,house,farmhouse,1,50000,11,Liège,Wallonia_zone,2
4900,5545,150.0,369500,as new,3.0,3.0,installed,,,1700,270.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4901,5546,290.0,360000,,,5.0,semi equipped,,,7863,1253.0,0,0,,house,country,0,0,7,Hainaut,Wallonia_zone,2
4902,5547,270.0,895000,,2.0,6.0,installed,,,1180,285.0,1,9,,house,house,1,160,1,Brussel-Capital,Brussels_zone,1
4903,5548,210.0,950000,as new,4.0,3.0,hyper equipped,,,2610,441.0,0,0,,house,villa,0,0,2,Antwerp,Flanders_zone,3
4904,5549,460.0,295000,to be done up,2.0,5.0,semi equipped,,,6800,321.0,1,10,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4905,5550,392.0,1162500,as new,4.0,5.0,,,,9830,866.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4906,5551,195.0,299000,good,4.0,4.0,installed,,,5580,600.0,1,30,,house,house,1,600,1,Namur,Wallonia_zone,2
4907,5552,125.0,338312,as new,,3.0,,,,3370,142.0,1,10,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4909,5554,309.0,465000,good,3.0,4.0,,,,9040,104.0,1,16,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
4911,5556,141.0,269000,as new,1.0,3.0,,,,3294,141.0,0,0,,house,house,1,1,1,Flemish Brabant,Flanders_zone,3
4912,5557,151.0,314000,good,2.0,4.0,installed,,,9000,61.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4913,5558,550.0,545000,good,1.0,4.0,installed,,1.0,9620,550.0,1,60,,house,mixed,1,300,3,East Flanders,Flanders_zone,3
4914,5560,340.0,379000,to renovate,3.0,6.0,not installed,,,4052,1450.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4915,5561,200.0,529000,,3.0,4.0,installed,,,2800,159.0,0,0,,house,house,1,83,1,Antwerp,Flanders_zone,3
4917,5563,243.0,259900,,3.0,3.0,,,,6044,389.0,1,15,,house,house,1,304,1,Hainaut,Wallonia_zone,2
4918,5564,123.0,251600,as new,3.0,3.0,usa installed,,,6030,210.0,0,0,,house,house,1,130,1,Hainaut,Wallonia_zone,2
4919,5566,173.0,428600,,2.0,3.0,,,,2812,103.0,1,45,,house,house,0,0,1,Antwerp,Flanders_zone,3
4920,5567,300.0,325000,good,,4.0,,,,9185,643.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4922,5572,132.0,339000,to be done up,,3.0,,,,9050,80.0,0,0,,house,house,1,8,1,East Flanders,Flanders_zone,3
4923,5573,170.0,380000,to renovate,4.0,3.0,installed,,,5100,1695.0,1,104,,house,villa,1,1525,2,Namur,Wallonia_zone,2
4924,5574,110.0,179000,good,2.0,3.0,semi equipped,,,7700,172.0,1,16,,house,house,1,112,1,Hainaut,Wallonia_zone,2
4926,5577,265.0,490000,just renovated,4.0,5.0,hyper equipped,,2.0,7011,1400.0,1,30,,house,house,1,1200,1,Hainaut,Wallonia_zone,2
4927,5578,185.0,295000,good,,5.0,installed,,,5580,735.0,1,20,,house,villa,1,735,2,Namur,Wallonia_zone,2
4928,5579,150.0,268945,,2.0,3.0,,,,9230,305.0,1,13,,house,house,1,78,1,East Flanders,Flanders_zone,3
4929,5580,129.0,297000,,2.0,3.0,usa installed,,,9050,135.0,1,12,,house,house,1,50,1,East Flanders,Flanders_zone,3
4931,5582,196.0,410000,as new,2.0,4.0,hyper equipped,,,9200,200.0,1,13,,house,house,0,0,1,East Flanders,Flanders_zone,3
4934,5585,201.0,519000,as new,,4.0,installed,,,9860,830.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4935,5586,630.0,1185000,as new,4.0,5.0,hyper equipped,,,1330,2517.0,1,100,True,house,villa,1,2517,2,Walloon Brabant,Wallonia_zone,2
4936,5588,247.0,750000,as new,4.0,6.0,installed,,,1421,1601.0,1,30,,house,villa,1,1300,2,Walloon Brabant,Wallonia_zone,2
4937,5589,230.0,235000,good,3.0,4.0,,,,4690,930.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4940,5592,212.0,420000,,2.0,4.0,,,,6792,671.0,1,29,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4941,5593,217.0,444100,as new,4.0,3.0,hyper equipped,,,2220,993.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4943,5595,200.0,625000,,2.0,4.0,installed,,,1140,93.0,0,0,,house,apartment,0,0,4,Brussel-Capital,Brussels_zone,1
4944,5596,340.0,1425000,as new,4.0,6.0,hyper equipped,,,1150,821.0,1,25,,house,villa,0,0,2,Brussel-Capital,Brussels_zone,1
4945,5597,773.0,3700000,good,4.0,6.0,hyper equipped,,1.0,1180,3571.0,1,50,True,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
4946,5598,303.0,545000,to renovate,4.0,4.0,installed,,,1700,777.0,1,22,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
4947,5599,204.0,1275000,good,4.0,4.0,installed,,,3900,40500.0,0,0,,house,farmhouse,0,0,11,Limburg,Flanders_zone,3
4948,5600,190.0,498000,good,,,,,,8000,160.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4949,5602,270.0,429000,good,4.0,6.0,installed,,1.0,4680,1724.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4950,5603,71.0,275000,,,2.0,,,,8000,55.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4951,5604,470.0,348000,to be done up,2.0,3.0,semi equipped,,,9600,256.0,0,0,,house,mixed,0,0,3,East Flanders,Flanders_zone,3
4952,5605,200.0,425000,as new,,4.0,,,,8340,600.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4953,5606,171.0,350000,as new,2.0,3.0,,,,3300,223.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4954,5607,219.0,374607,,,3.0,,,,8531,547.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4955,5608,715.0,2750000,as new,4.0,5.0,usa uninstalled,,1.0,1640,6500.0,0,0,True,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
4956,5609,175.0,328161,as new,4.0,3.0,,,,8530,328.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4957,5610,223.0,589000,good,4.0,5.0,,,,3360,1210.0,0,0,,house,house,1,750,1,Flemish Brabant,Flanders_zone,3
4958,5611,350.0,1750000,as new,3.0,4.0,usa hyper equipped,,,1180,750.0,1,40,True,house,house,1,700,1,Brussel-Capital,Brussels_zone,1
4959,5612,117.0,303506,as new,3.0,3.0,usa hyper equipped,,,7180,496.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4960,5613,95.0,140000,good,2.0,2.0,installed,,,4101,120.0,1,10,,house,house,1,120,1,Liège,Wallonia_zone,2
4961,5614,180.0,157500,good,3.0,4.0,usa installed,,,7300,208.0,1,15,,house,house,1,75,1,Hainaut,Wallonia_zone,2
4962,5615,258.0,875000,as new,,3.0,,,,9000,102.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
4963,5616,220.0,435000,as new,4.0,4.0,usa hyper equipped,,,5377,1723.0,1,25,,house,house,1,1723,1,Namur,Wallonia_zone,2
4964,5617,121.0,399000,just renovated,4.0,4.0,semi equipped,,,4682,581.0,0,0,,house,villa,1,210,2,Liège,Wallonia_zone,2
4965,5618,480.0,3495000,as new,2.0,5.0,hyper equipped,,,1050,460.0,1,90,,house,mansion,0,0,6,Brussel-Capital,Brussels_zone,1
4966,5619,357.0,275000,to be done up,2.0,6.0,installed,,,3300,270.0,1,20,,house,house,1,95,1,Flemish Brabant,Flanders_zone,3
4967,5620,143.0,450000,good,,4.0,installed,,,1420,450.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
4968,5621,140.0,299999,as new,3.0,3.0,semi equipped,yes,,5030,180.0,0,0,,house,house,1,40,1,Namur,Wallonia_zone,2
4970,5623,124.0,135000,to renovate,,3.0,semi equipped,,,8970,95.0,1,16,,house,house,0,0,1,West Flanders,Flanders_zone,3
4971,5624,100.0,145000,,,2.0,,,,3300,77.0,1,9,,house,house,1,21,1,Flemish Brabant,Flanders_zone,3
4972,5625,945.0,9500000,as new,4.0,7.0,,,,8300,2348.0,0,0,True,house,house,0,0,1,West Flanders,Flanders_zone,3
4973,5626,164.0,585000,as new,3.0,3.0,hyper equipped,,,1950,185.0,1,1,,house,house,1,1,1,Flemish Brabant,Flanders_zone,3
4974,5627,316.0,260000,good,3.0,4.0,semi equipped,,,6672,906.0,0,0,,house,house,1,769,1,Luxembourg,Wallonia_zone,2
4975,5628,210.0,249500,,2.0,3.0,,,,2300,131.0,0,0,,house,town,0,0,8,Antwerp,Flanders_zone,3
4976,5629,236.0,527500,as new,4.0,3.0,hyper equipped,,,9150,721.0,1,15,,house,bungalow,1,320,9,East Flanders,Flanders_zone,3
4977,5630,215.0,875000,as new,4.0,3.0,usa hyper equipped,,,2018,285.0,1,70,,house,exceptiona,1,70,5,Antwerp,Flanders_zone,3
4978,5631,64.0,298000,good,2.0,2.0,installed,,,3000,65.0,0,0,,house,house,1,38,1,Flemish Brabant,Flanders_zone,3
4979,5632,330.0,280000,,3.0,6.0,installed,,,5651,1380.0,0,0,,house,country,0,0,7,Namur,Wallonia_zone,2
4980,5633,168.0,275000,as new,3.0,3.0,hyper equipped,,,9420,513.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4981,5635,300.0,385000,to restore,2.0,5.0,not installed,,,1080,95.0,1,10,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
4982,5636,150.0,325000,just renovated,3.0,3.0,,,,8710,303.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4983,5638,125.0,225000,,3.0,3.0,installed,,,6240,407.0,1,15,,house,house,1,310,1,Hainaut,Wallonia_zone,2
4984,5639,165.0,419000,just renovated,2.0,4.0,installed,,,8000,85.0,1,15,,house,house,0,0,1,West Flanders,Flanders_zone,3
4985,5640,115.0,260000,good,3.0,3.0,installed,,,7000,418.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4986,5641,220.0,299000,as new,2.0,3.0,usa hyper equipped,,,6183,147.0,1,50,,house,apartment,1,50,4,Hainaut,Wallonia_zone,2
4987,5642,330.0,695000,as new,4.0,5.0,hyper equipped,,,5310,1838.0,1,130,True,house,villa,1,1838,2,Namur,Wallonia_zone,2
4988,5643,202.0,235000,good,3.0,3.0,installed,,,4317,219.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4990,5645,140.0,359000,to be done up,,3.0,,,,1600,437.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4991,5646,320.0,1095000,just renovated,,5.0,installed,,,9880,2041.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
4992,5647,112.0,267000,,,3.0,,,,8830,252.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4993,5649,382.0,599000,to renovate,2.0,,,,,4020,281.0,0,0,,house,apartment,1,160,4,Liège,Wallonia_zone,2
4994,5650,159.0,308200,,,4.0,,,,8470,176.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4995,5651,208.0,659000,as new,3.0,5.0,hyper equipped,,1.0,3210,371.0,1,27,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4996,5652,525.0,985000,as new,3.0,6.0,installed,,,9000,190.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
4997,5653,137.0,100000,to renovate,3.0,3.0,not installed,,,7301,465.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4998,5654,155.0,449000,as new,4.0,3.0,,,,9890,424.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4999,5655,122.0,325000,as new,,3.0,,,,8000,154.0,1,12,,house,house,1,20,1,West Flanders,Flanders_zone,3
5001,5657,177.0,229000,,2.0,4.0,semi equipped,,1.0,9900,371.0,0,0,,house,house,1,280,1,East Flanders,Flanders_zone,3
5002,5658,440.0,1250000,good,,4.0,installed,,,1420,2208.0,1,37,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
5004,5660,160.0,388000,,,3.0,,,,3390,650.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5005,5661,500.0,310000,to renovate,3.0,4.0,semi equipped,,,4460,930.0,1,40,,house,farmhouse,1,450,11,Liège,Wallonia_zone,2
5006,5662,215.0,345000,as new,3.0,3.0,,,,6230,308.0,1,40,,house,house,1,308,1,Hainaut,Wallonia_zone,2
5007,5663,140.0,245000,as new,4.0,2.0,installed,,,4570,861.0,1,65,,house,house,1,500,1,Liège,Wallonia_zone,2
5008,5664,175.0,435000,just renovated,2.0,3.0,,,,2610,121.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
5009,5665,249.0,595000,as new,2.0,3.0,usa hyper equipped,,,1090,198.0,1,111,,house,house,1,70,1,Brussel-Capital,Brussels_zone,1
5010,5666,130.0,160000,as new,,2.0,,,,3300,114.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5011,5667,154.0,271461,,,3.0,,,,9690,320.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
5012,5668,144.0,321652,as new,,3.0,,,,3850,484.0,0,0,,house,house,0,0,1,Limburg,Flanders_zone,3
5013,5669,152.0,359000,,,3.0,,,,2590,307.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
5014,5670,131.0,263500,,3.0,3.0,,,,8760,314.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5015,5671,154.0,288500,good,3.0,3.0,installed,,,8480,349.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5016,5672,160.0,375000,,,3.0,,,,3390,445.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5017,5673,455.0,1800000,good,4.0,4.0,hyper equipped,,,2800,12761.0,0,0,,house,manor,0,0,12,Antwerp,Flanders_zone,3
5018,5674,135.0,255000,just renovated,2.0,3.0,hyper equipped,,,4840,70.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
5019,5675,195.0,725000,as new,3.0,4.0,hyper equipped,,1.0,7830,6110.0,0,0,True,house,house,1,6110,1,Hainaut,Wallonia_zone,2
5020,5676,375.0,950000,,,5.0,,,,8000,306.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5021,5677,127.0,329000,as new,,3.0,hyper equipped,,,8400,222.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5022,5678,510.0,1590000,as new,2.0,5.0,usa hyper equipped,,,1180,439.0,1,11,,house,exceptiona,1,250,5,Brussel-Capital,Brussels_zone,1
5023,5679,137.0,70000,,4.0,3.0,hyper equipped,,1.0,2223,1659.0,0,0,,house,bungalow,0,0,9,Antwerp,Flanders_zone,3
5024,5680,250.0,645000,as new,4.0,4.0,usa installed,,,1457,1000.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
5025,5681,172.0,136500,to be done up,4.0,2.0,installed,,,4460,275.0,0,0,,house,villa,0,0,2,Liège,Wallonia_zone,2
5026,5682,210.0,500000,,,3.0,,,,8310,180.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5027,5683,219.0,465000,good,4.0,3.0,installed,,,9971,799.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
5028,5684,130.0,225000,,3.0,4.0,,,,7000,60.0,1,30,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5029,5685,156.0,362800,as new,2.0,3.0,hyper equipped,,,2560,312.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
5030,5686,390.0,425000,as new,4.0,7.0,installed,,,4400,1627.0,0,0,,house,apartment,1,700,4,Liège,Wallonia_zone,2
5031,5687,385.0,1250000,good,4.0,5.0,,,,1653,1812.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5032,5688,160.0,235000,,2.0,4.0,installed,,,4020,105.0,1,45,,house,house,0,0,1,Liège,Wallonia_zone,2
5034,5690,100.0,250000,,,2.0,installed,,,6534,738.0,0,0,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
5037,5693,175.0,325000,to renovate,4.0,3.0,,,,1755,554.0,0,0,,house,house,1,1,1,Flemish Brabant,Flanders_zone,3
5038,5694,511.0,550000,good,3.0,6.0,semi equipped,,,4171,225.0,0,0,,house,apartment,0,0,4,Liège,Wallonia_zone,2
5039,5695,166.0,373500,,3.0,4.0,,,,4000,297.0,0,0,,house,villa,0,0,2,Liège,Wallonia_zone,2
5040,5696,150.0,569000,good,2.0,3.0,,,,1150,141.0,0,0,,house,town,0,0,8,Brussel-Capital,Brussels_zone,1
5041,5697,331.0,895000,as new,2.0,5.0,not installed,,,1200,1.0,0,0,,house,house,1,41,1,Brussel-Capital,Brussels_zone,1
5042,5698,317.0,870000,as new,4.0,4.0,hyper equipped,,,2890,1094.0,0,0,,house,villa,1,909,2,Antwerp,Flanders_zone,3
5043,5699,123.0,199000,good,2.0,2.0,installed,,,4031,76.0,1,42,,house,house,0,0,1,Liège,Wallonia_zone,2
5044,5700,166.0,350000,good,4.0,4.0,semi equipped,,,4140,970.0,0,0,,house,villa,0,0,2,Liège,Wallonia_zone,2
5046,5702,164.0,309758,,4.0,3.0,installed,,,7800,477.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5047,5703,154.0,442094,,,3.0,installed,,,7181,568.0,1,29,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5049,5706,106.0,215000,good,2.0,2.0,installed,,,8620,106.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5050,5707,100.0,156000,,3.0,3.0,semi equipped,,,4420,100.0,1,44,,house,house,0,0,1,Liège,Wallonia_zone,2
5051,5708,190.0,350000,to renovate,4.0,3.0,semi equipped,,,1315,648.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
5052,5709,130.0,265000,good,4.0,3.0,installed,,,5070,696.0,0,0,,house,house,0,0,1,Namur,Wallonia_zone,2
5053,5710,390.0,1480000,as new,4.0,7.0,hyper equipped,,,1150,1750.0,1,20,True,house,house,1,1600,1,Brussel-Capital,Brussels_zone,1
5054,5711,140.0,288000,as new,3.0,3.0,,,,8780,362.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5056,5714,150.0,285000,,3.0,4.0,,,,4300,800.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
5057,5715,150.0,295000,,3.0,3.0,semi equipped,,,6900,400.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
5058,5716,150.0,160000,good,3.0,2.0,semi equipped,,,6200,330.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5059,5717,142.0,360000,good,,4.0,installed,,,6700,90.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
5061,5719,1350.0,3800000,good,2.0,,installed,,,1000,490.0,0,0,,house,apartment,0,0,4,Brussel-Capital,Brussels_zone,1
5062,5720,222.0,275000,to be done up,3.0,5.0,not installed,,,7800,1461.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5063,5721,173.0,239500,as new,2.0,4.0,installed,,,9600,190.0,1,25,,house,house,1,85,1,East Flanders,Flanders_zone,3
5064,5722,120.0,225000,as new,2.0,3.0,installed,,,5060,383.0,1,10,,house,house,0,0,1,Namur,Wallonia_zone,2
5065,5723,450.0,590000,,2.0,5.0,not installed,,,1650,362.0,1,24,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5066,5725,231.0,451912,,4.0,3.0,,,,8870,509.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
5067,5726,140.0,395000,,2.0,2.0,,,,1640,259.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5068,5727,252.0,485000,to renovate,2.0,4.0,installed,,,9000,202.0,0,0,,house,mansion,1,133,6,East Flanders,Flanders_zone,3
5070,5729,520.0,975000,,,4.0,,,,9000,168.0,0,0,,house,mansion,0,0,6,East Flanders,Flanders_zone,3
5071,5730,131.0,90000,to renovate,2.0,2.0,not installed,,,7080,110.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
5072,5731,138.0,262000,,,4.0,,,,8830,227.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
5075,5735,68.0,80000,to renovate,,1.0,installed,,1.0,4020,30.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
5076,5736,152.0,469000,just renovated,4.0,3.0,,,,9080,608.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
5077,5737,386.0,499000,,2.0,2.0,,,,1703,829.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
5078,5738,180.0,265000,,2.0,4.0,,,,1420,150.0,1,65,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
5079,5739,120.0,265600,,4.0,4.0,,yes,,6440,114.0,1,30,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
5080,5740,250.0,239000,good,3.0,4.0,installed,,,4340,444.0,1,22,,house,house,1,230,1,Liège,Wallonia_zone,2
5081,5741,207.0,350000,good,3.0,3.0,installed,,,1800,119.0,0,0,,house,mixed,0,0,3,Flemish Brabant,Flanders_zone,3
5082,5742,163.0,379000,as new,2.0,4.0,usa hyper equipped,yes,,9041,230.0,0,0,,house,house,1,80,1,East Flanders,Flanders_zone,3
5083,5743,170.0,410000,,,3.0,,,,9800,194.0,1,28,,house,house,1,68,1,East Flanders,Flanders_zone,3
5087,5750,104.0,350000,to renovate,2.0,3.0,not installed,,,1160,55.0,0,0,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
5088,5751,187.0,525000,good,3.0,5.0,semi equipped,,,1330,483.0,1,74,,house,house,1,391,1,Walloon Brabant,Wallonia_zone,2
5089,5752,180.0,439000,good,4.0,3.0,installed,,,2220,1500.0,0,0,,house,villa,0,0,2,Antwerp,Flanders_zone,3
5090,5753,140.0,269000,to be done up,3.0,4.0,installed,,,8680,558.0,0,0,,house,house,1,400,1,West Flanders,Flanders_zone,3
5091,5755,107.0,165000,just renovated,2.0,3.0,installed,,,7700,183.0,1,22,,house,house,0,0,1,Hainaut,Wallonia_zone,2
