,ID,area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surfaces,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,subtype,Province,Zone,zone_num
4605,5200,100.0,225400,,4.0,3.0,,yes,,6440,87.0,0,0,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
4606,5202,350.0,950000,,4.0,3.0,,,,7000,1292.0,1,50,True,house,villa,1,1292,2,Hainaut,Wallonia_zone,2
4607,5203,185.0,365300,as new,3.0,3.0,hyper equipped,,,3130,605.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4608,5204,243.0,334000,,2.0,5.0,,,,2650,267.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4609,5205,181.0,119000,to renovate,2.0,3.0,semi equipped,,,6141,300.0,0,0,,house,house,1,185,1,Hainaut,Wallonia_zone,2
4611,5207,143.0,349000,as new,1.0,3.0,semi equipped,,,9000,227.0,1,24,,house,house,1,143,1,East Flanders,Flanders_zone,3
4612,5209,448.0,790000,to be done up,3.0,4.0,,,,8400,664.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4613,5210,115.0,95000,,3.0,3.0,not installed,,1.0,6460,380.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4614,5211,175.0,355000,as new,3.0,4.0,not installed,,,3140,389.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4615,5213,320.0,1295000,,4.0,4.0,usa hyper equipped,,,1780,1224.0,0,0,True,house,villa,1,850,2,Flemish Brabant,Flanders_zone,3
4616,5215,203.0,499000,,3.0,3.0,,,,4550,835.0,1,30,,house,house,0,0,1,Liège,Wallonia_zone,2
4617,5219,130.0,260000,,,4.0,,,,8800,250.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4618,5220,145.0,175000,to renovate,,1.0,,,,2235,20200.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4619,5221,480.0,349000,as new,2.0,3.0,installed,,1.0,8830,480.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4620,5224,87.0,280000,,2.0,2.0,hyper equipped,,,8400,156.0,1,19,,house,house,1,47,1,West Flanders,Flanders_zone,3
4622,5226,197.0,393500,,3.0,5.0,,,,4000,469.0,0,0,,house,villa,0,0,2,Liège,Wallonia_zone,2
4623,5227,68.0,100000,to renovate,2.0,1.0,installed,,,1332,55.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
4625,5230,538.0,849000,as new,4.0,10.0,hyper equipped,,,6929,5125.0,0,0,,house,exceptiona,0,0,5,Luxembourg,Wallonia_zone,2
4626,5232,172.0,539000,good,,4.0,installed,,,9820,800.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4627,5233,465.0,1990000,good,4.0,4.0,semi equipped,,1.0,1640,3500.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
4629,5235,225.0,455000,just renovated,,4.0,installed,,1.0,1080,182.0,0,0,,house,house,1,120,1,Brussel-Capital,Brussels_zone,1
4631,5238,300.0,600000,to renovate,2.0,5.0,installed,,,1190,290.0,1,20,,house,town,1,190,8,Brussel-Capital,Brussels_zone,1
4632,5239,155.0,169000,good,2.0,4.0,installed,,,4460,98.0,1,48,,house,house,0,0,1,Liège,Wallonia_zone,2
4633,5240,170.0,239000,to renovate,2.0,3.0,semi equipped,,,2660,98.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4634,5241,145.0,319000,,3.0,3.0,installed,,,2627,180.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4635,5242,180.0,1190000,as new,2.0,4.0,hyper equipped,,1.0,8300,210.0,1,30,,house,house,0,0,1,West Flanders,Flanders_zone,3
4636,5243,150.0,396750,as new,,3.0,,,,3370,195.0,1,24,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4637,5244,150.0,319000,good,,3.0,,,,8000,164.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4638,5245,200.0,425000,good,4.0,5.0,installed,,,1400,953.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
4640,5247,380.0,1500000,to be done up,3.0,4.0,installed,,2.0,1050,363.0,0,0,,house,mansion,1,260,6,Brussel-Capital,Brussels_zone,1
4641,5248,188.0,695000,,4.0,3.0,installed,,,9990,1368.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4643,5250,648.0,2685000,as new,3.0,10.0,installed,,,1150,400.0,1,54,,house,apartment,0,0,4,Brussel-Capital,Brussels_zone,1
4644,5251,220.0,349000,good,3.0,4.0,installed,,1.0,9320,549.0,1,20,,house,house,1,1,1,East Flanders,Flanders_zone,3
4645,5252,135.0,185000,good,2.0,4.0,usa hyper equipped,,,6041,295.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4646,5253,144.0,291000,good,3.0,3.0,installed,,,8480,290.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4647,5254,293.0,175000,good,3.0,3.0,semi equipped,,,6660,1190.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4648,5255,270.0,1875000,as new,4.0,8.0,not installed,,,8300,350.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4649,5256,288.0,825000,to be done up,2.0,4.0,installed,,,1190,170.0,1,27,,house,mansion,0,0,6,Brussel-Capital,Brussels_zone,1
4650,5257,128.0,230000,,4.0,4.0,not installed,,,7800,570.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4651,5258,621.0,2600000,just renovated,2.0,5.0,hyper equipped,,1.0,9000,1438.0,0,0,,house,exceptiona,0,0,5,East Flanders,Flanders_zone,3
4652,5259,200.0,150000,to be done up,3.0,3.0,usa semi equipped,,,6061,290.0,1,20,,house,house,1,180,1,Hainaut,Wallonia_zone,2
4654,5262,133.0,305000,as new,,2.0,installed,,,8370,215.0,0,0,,house,house,1,130,1,West Flanders,Flanders_zone,3
4655,5263,168.0,249000,,3.0,3.0,installed,,,7800,194.0,0,0,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
4656,5264,188.0,269000,,3.0,3.0,installed,,,4837,268.0,1,15,,house,house,1,268,1,Liège,Wallonia_zone,2
4657,5265,239.0,199000,to renovate,2.0,5.0,semi equipped,,,9230,260.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4658,5267,221.0,310000,good,4.0,4.0,installed,,,4360,1915.0,0,0,,house,country,1,1723,7,Liège,Wallonia_zone,2
4659,5268,160.0,339000,good,4.0,3.0,installed,,,6717,3188.0,1,50,,house,house,1,3020,1,Luxembourg,Wallonia_zone,2
4661,5270,150.0,219900,,2.0,3.0,not installed,,,7951,370.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4662,5274,425.0,330000,good,4.0,4.0,,,,4280,1195.0,1,25,,house,country,1,700,7,Liège,Wallonia_zone,2
4663,5275,152.0,238000,as new,2.0,2.0,installed,,,8880,178.0,0,0,,house,house,1,90,1,West Flanders,Flanders_zone,3
4664,5276,678.0,1195000,as new,4.0,5.0,hyper equipped,,1.0,2490,1373.0,1,31,,house,villa,0,0,2,Antwerp,Flanders_zone,3
4665,5277,100.0,415000,just renovated,2.0,1.0,hyper equipped,,,1410,229.0,1,35,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
4666,5278,124.0,135000,to be done up,3.0,3.0,not installed,,,4990,203.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4667,5279,156.0,335387,,,3.0,,,,8780,471.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4668,5281,125.0,115000,to renovate,2.0,3.0,not installed,,,4430,77.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4670,5283,165.0,295000,good,2.0,4.0,semi equipped,,,4800,505.0,0,0,,house,mixed,0,0,3,Liège,Wallonia_zone,2
4671,5285,161.0,224000,to be done up,3.0,3.0,,,,1340,807.0,0,0,,house,house,1,609,1,Walloon Brabant,Wallonia_zone,2
4672,5286,158.0,363802,,3.0,4.0,,,,1790,307.0,0,0,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
4673,5287,152.0,359000,,,3.0,,,,2590,312.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4674,5288,131.0,283000,,,3.0,,,,9880,139.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4675,5289,1300.0,1399000,as new,2.0,1.0,installed,,,4000,480.0,0,0,,house,exceptiona,0,0,5,Liège,Wallonia_zone,2
4677,5291,127.0,332277,,3.0,3.0,,,,8870,250.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4679,5293,155.0,325000,as new,,4.0,hyper equipped,,,8470,224.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4680,5294,116.0,157000,to be done up,3.0,3.0,semi equipped,,,4000,103.0,1,55,,house,house,0,0,1,Liège,Wallonia_zone,2
4681,5295,140.0,260000,good,3.0,3.0,installed,,,7700,250.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4682,5296,133.0,350000,to renovate,4.0,3.0,semi equipped,,,1340,772.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
4683,5297,223.0,239000,,,4.0,installed,,,9060,230.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4684,5298,157.0,230000,as new,3.0,3.0,installed,,,7350,225.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4685,5299,216.0,559000,good,4.0,4.0,hyper equipped,,,1785,679.0,0,0,True,house,country,0,0,7,Flemish Brabant,Flanders_zone,3
4686,5302,188.0,379000,good,2.0,5.0,usa installed,,,9820,192.0,1,13,,house,house,1,60,1,East Flanders,Flanders_zone,3
4688,5305,125.0,290000,to be done up,4.0,2.0,hyper equipped,,,3220,1155.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4690,5307,159.0,295750,good,3.0,3.0,,,,8755,429.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4691,5308,320.0,685000,as new,3.0,6.0,hyper equipped,,1.0,1450,771.0,1,70,,house,house,1,510,1,Walloon Brabant,Wallonia_zone,2
4692,5310,498.0,160000,to be done up,4.0,8.0,installed,,,6690,22650.0,0,0,,house,farmhouse,0,0,11,Luxembourg,Wallonia_zone,2
4693,5311,207.0,350000,good,3.0,4.0,installed,,,1420,585.0,1,20,,house,house,1,490,1,Walloon Brabant,Wallonia_zone,2
4694,5313,320.0,750000,good,2.0,6.0,installed,,,1020,80.0,1,5,,house,apartment,0,0,4,Brussel-Capital,Brussels_zone,1
4695,5314,252.0,575000,as new,,4.0,hyper equipped,,,8200,281.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4696,5315,145.0,289000,,3.0,3.0,,,,8930,585.0,1,19,,house,house,1,447,1,West Flanders,Flanders_zone,3
4697,5316,295.0,300000,good,4.0,3.0,hyper equipped,,1.0,9220,1132.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4698,5317,170.0,250000,good,2.0,4.0,installed,,,9300,197.0,1,40,,house,house,1,60,1,East Flanders,Flanders_zone,3
4699,5319,220.0,550000,just renovated,4.0,4.0,hyper equipped,,1.0,3090,600.0,1,20,,house,house,1,150,1,Flemish Brabant,Flanders_zone,3
4701,5321,400.0,1980000,to renovate,4.0,5.0,usa hyper equipped,,,1180,2107.0,0,0,,house,exceptiona,0,0,5,Brussel-Capital,Brussels_zone,1
4702,5322,170.0,375000,as new,3.0,2.0,hyper equipped,,,1730,460.0,1,90,,house,house,1,166,1,Flemish Brabant,Flanders_zone,3
4703,5324,308.0,399000,to renovate,4.0,7.0,,,,7640,2880.0,0,0,,house,country,0,0,7,Hainaut,Wallonia_zone,2
4704,5325,168.0,379000,as new,2.0,3.0,,,,9700,635.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4705,5326,132.0,249000,good,3.0,2.0,installed,,,4400,506.0,1,44,,house,house,1,190,1,Liège,Wallonia_zone,2
4706,5327,476.0,795000,as new,4.0,9.0,,,,9500,1859.0,1,40,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4707,5328,116.0,349000,good,3.0,2.0,installed,,,3050,77.0,1,77,,house,house,1,77,1,Flemish Brabant,Flanders_zone,3
4708,5329,64.0,87000,,4.0,1.0,hyper equipped,,,5600,1774.0,0,0,,house,house,1,1700,1,Namur,Wallonia_zone,2
4709,5330,124.0,225000,good,3.0,4.0,not installed,,,6220,1000.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4710,5331,191.0,397000,to be done up,4.0,3.0,not installed,,,1470,1223.0,0,0,,house,villa,0,0,2,Walloon Brabant,Wallonia_zone,2
4711,5333,150.0,160000,to renovate,2.0,4.0,,,,8200,168.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4712,5334,128.0,258000,,3.0,3.0,,,,8000,52.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4713,5335,250.0,275000,good,3.0,4.0,installed,,2.0,7350,454.0,0,0,,house,house,1,200,1,Hainaut,Wallonia_zone,2
4714,5336,213.0,393000,as new,2.0,4.0,installed,,,9930,491.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4715,5337,194.0,996500,to renovate,4.0,5.0,,,,9870,22300.0,0,0,,house,house,1,3710,1,East Flanders,Flanders_zone,3
4716,5338,152.0,329900,good,4.0,3.0,semi equipped,,,6180,580.0,0,0,,house,house,1,450,1,Hainaut,Wallonia_zone,2
4718,5340,670.0,1145000,good,4.0,7.0,installed,,1.0,2870,17441.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4719,5341,391.0,399000,as new,,3.0,installed,yes,,2890,391.0,0,0,,house,apartment,0,0,4,Antwerp,Flanders_zone,3
4720,5342,526.0,1645000,good,2.0,6.0,installed,,1.0,1040,600.0,0,0,,house,exceptiona,1,317,5,Brussel-Capital,Brussels_zone,1
4721,5344,510.0,1545000,as new,2.0,10.0,usa hyper equipped,,,1070,110.0,1,29,,house,apartment,1,18,4,Brussel-Capital,Brussels_zone,1
4722,5346,261.0,1250000,to renovate,4.0,2.0,,,,8300,27000.0,0,0,,house,manor,0,0,12,West Flanders,Flanders_zone,3
4725,5349,201.0,235000,good,2.0,3.0,installed,,,3320,122.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4726,5350,147.0,175000,good,3.0,3.0,installed,,,4400,360.0,1,25,,house,house,1,300,1,Liège,Wallonia_zone,2
4727,5351,128.0,357390,,3.0,3.0,,,,8020,278.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4728,5352,120.0,329000,to renovate,3.0,3.0,semi equipped,,,3090,311.0,0,0,,house,house,1,50,1,Flemish Brabant,Flanders_zone,3
4729,5353,147.0,230000,,4.0,3.0,,,1.0,6900,2046.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4731,5355,153.0,379387,as new,3.0,3.0,installed,,,9971,578.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4732,5356,211.0,315000,to be done up,4.0,,installed,,,3940,1000.0,1,15,,house,house,1,2,1,Limburg,Flanders_zone,3
4733,5357,210.0,376000,as new,3.0,3.0,installed,,,3140,295.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4734,5358,165.0,199999,as new,3.0,4.0,installed,,,4910,200.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4735,5359,208.0,438000,as new,,3.0,,,,8480,1362.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4736,5362,320.0,1150000,as new,4.0,4.0,hyper equipped,,1.0,5640,1300.0,0,0,True,house,house,0,0,1,Namur,Wallonia_zone,2
4737,5363,163.0,164000,to renovate,3.0,3.0,,,,8870,321.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4738,5364,172.0,235000,good,3.0,3.0,installed,,,3350,300.0,1,132,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4742,5368,550.0,1090000,as new,4.0,7.0,installed,,,7740,7000.0,0,0,,house,country,0,0,7,Hainaut,Wallonia_zone,2
4743,5369,210.0,395000,,3.0,3.0,installed,,,9890,365.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4745,5371,230.0,315000,,4.0,3.0,installed,,,6461,2700.0,1,20,,house,villa,0,0,2,Hainaut,Wallonia_zone,2
4746,5372,300.0,320000,just renovated,3.0,5.0,,,,4621,315.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4747,5373,350.0,1950000,as new,2.0,4.0,hyper equipped,,,1180,265.0,1,40,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
4748,5374,154.0,425000,as new,3.0,3.0,installed,,,1800,209.0,0,0,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4750,5376,266.0,579000,good,2.0,4.0,usa installed,,,1860,302.0,1,30,,house,exceptiona,1,140,5,Flemish Brabant,Flanders_zone,3
4751,5377,108.0,257000,,,3.0,,,,8550,284.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4752,5378,53.0,120000,to renovate,4.0,2.0,not installed,,,6971,750.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4753,5379,522.0,998500,good,4.0,4.0,hyper equipped,,,9340,4985.0,0,0,,house,villa,0,0,2,East Flanders,Flanders_zone,3
4755,5382,105.0,149500,to be done up,2.0,2.0,semi equipped,,,4400,155.0,1,20,,house,house,0,0,1,Liège,Wallonia_zone,2
4756,5383,133.0,325000,as new,,3.0,installed,,,2050,133.0,0,0,,house,house,1,74,1,Antwerp,Flanders_zone,3
4757,5384,250.0,539000,as new,4.0,4.0,installed,,1.0,1820,1396.0,1,30,,house,house,1,800,1,Flemish Brabant,Flanders_zone,3
4758,5385,62.0,289000,to renovate,2.0,2.0,semi equipped,,,3000,55.0,0,0,,house,house,1,7,1,Flemish Brabant,Flanders_zone,3
4759,5386,125.0,95000,to renovate,4.0,2.0,not installed,,,4610,291.0,1,20,,house,house,1,145,1,Liège,Wallonia_zone,2
4760,5387,135.0,314000,as new,3.0,4.0,installed,,,2300,211.0,1,8,,house,house,1,125,1,Antwerp,Flanders_zone,3
4761,5388,234.0,459000,as new,,4.0,hyper equipped,,,2390,536.0,0,0,,house,house,1,250,1,Antwerp,Flanders_zone,3
4762,5389,227.0,275000,to renovate,,4.0,semi equipped,,,8470,597.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4763,5390,175.0,495000,as new,3.0,3.0,installed,,,2610,240.0,1,6,,house,house,1,125,1,Antwerp,Flanders_zone,3
4764,5391,145.0,100000,to be done up,2.0,2.0,installed,,,7390,80.0,0,0,,house,house,0,0,1,Hainaut,Wallonia_zone,2
4765,5392,230.0,549000,good,4.0,6.0,installed,,1.0,4122,1495.0,0,0,,house,house,0,0,1,Liège,Wallonia_zone,2
4766,5393,113.0,238125,as new,3.0,3.0,installed,,,9060,195.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4767,5394,129.0,237500,,3.0,3.0,not installed,,,4500,65.0,1,15,,house,house,1,50,1,Liège,Wallonia_zone,2
4768,5396,118.0,210000,,2.0,3.0,not installed,,,4570,85.0,0,0,,house,house,1,23,1,Liège,Wallonia_zone,2
4769,5397,160.0,425000,good,4.0,6.0,installed,yes,,6940,1216.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4770,5398,175.0,480000,good,3.0,3.0,installed,,,1325,740.0,0,0,,house,house,0,0,1,Walloon Brabant,Wallonia_zone,2
4772,5400,148.0,290000,,,3.0,,,,9880,149.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4773,5402,210.0,495000,as new,4.0,4.0,usa installed,,1.0,6700,1200.0,1,20,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4774,5403,198.0,297000,to renovate,,3.0,semi equipped,,,9320,811.0,1,40,,house,house,1,200,1,East Flanders,Flanders_zone,3
4776,5405,190.0,450000,good,3.0,3.0,hyper equipped,,,1820,358.0,1,100,,house,house,0,0,1,Flemish Brabant,Flanders_zone,3
4777,5406,200.0,290000,to be done up,2.0,3.0,semi equipped,,1.0,6760,281.0,0,0,,house,house,1,120,1,Luxembourg,Wallonia_zone,2
4780,5409,160.0,360000,to renovate,2.0,5.0,installed,,,1700,186.0,1,13,,house,house,1,37,1,Flemish Brabant,Flanders_zone,3
4781,5410,117.0,333450,,,2.0,installed,,,9810,330.0,1,24,,house,house,0,0,1,East Flanders,Flanders_zone,3
4782,5411,175.0,520000,,,2.0,,yes,,8434,570.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4783,5412,155.0,285000,as new,3.0,4.0,installed,,,9320,300.0,1,15,,house,house,1,200,1,East Flanders,Flanders_zone,3
4784,5413,300.0,359000,good,3.0,,,,,8820,964.0,0,0,,house,house,1,720,1,West Flanders,Flanders_zone,3
4785,5416,147.0,359000,,3.0,3.0,,,,9700,601.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4786,5417,330.0,940000,good,4.0,5.0,usa installed,,,1410,1000.0,1,51,,house,house,1,1000,1,Walloon Brabant,Wallonia_zone,2
4787,5419,155.0,239000,good,2.0,4.0,usa installed,,,4460,472.0,1,40,,house,house,1,350,1,Liège,Wallonia_zone,2
4788,5420,186.0,409821,as new,3.0,3.0,,,,9860,308.0,0,0,,house,house,1,209,1,East Flanders,Flanders_zone,3
4789,5421,121.0,310000,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4791,5423,136.0,450000,good,3.0,3.0,,,,1380,1630.0,0,0,,house,house,1,1500,1,Walloon Brabant,Wallonia_zone,2
4796,5429,150.0,277000,as new,,4.0,hyper equipped,,,8930,212.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4798,5431,183.0,347500,as new,3.0,4.0,,,,8700,299.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4799,5432,190.0,680000,to renovate,2.0,,,,,1000,80.0,0,0,,house,mixed,0,0,3,Brussel-Capital,Brussels_zone,1
4800,5433,471.0,725000,,,4.0,,,,8800,1058.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4801,5434,180.0,499000,good,,4.0,hyper equipped,,,8400,646.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4802,5435,135.0,289000,as new,,3.0,hyper equipped,,,8434,394.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4803,5437,278.0,1285000,,,3.0,not installed,,,9830,2829.0,0,0,,house,house,1,2500,1,East Flanders,Flanders_zone,3
4804,5438,78.0,195000,as new,2.0,1.0,semi equipped,,,4500,36.0,0,0,,house,apartment,0,0,4,Liège,Wallonia_zone,2
4806,5440,177.0,350000,,3.0,3.0,,,,2800,435.0,0,0,,house,house,0,0,1,Antwerp,Flanders_zone,3
4807,5441,140.0,179000,to be done up,,5.0,semi equipped,,,4950,929.0,1,7,,house,house,1,680,1,Liège,Wallonia_zone,2
4808,5442,140.0,175000,good,4.0,4.0,semi equipped,,,5060,270.0,1,21,,house,house,1,150,1,Namur,Wallonia_zone,2
4809,5443,126.0,273760,,3.0,3.0,,,,8460,302.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4810,5444,214.0,329000,,2.0,3.0,installed,,,2560,138.0,1,11,,house,house,1,47,1,Antwerp,Flanders_zone,3
4811,5445,100.0,205000,good,2.0,3.0,installed,,,3300,119.0,1,13,,house,house,1,60,1,Flemish Brabant,Flanders_zone,3
4812,5446,234.0,325000,as new,,2.0,,,,8870,425.0,0,0,,house,manor,0,0,12,West Flanders,Flanders_zone,3
4813,5447,300.0,479000,to be done up,3.0,9.0,installed,,1.0,9850,536.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4814,5448,332.0,349000,,3.0,3.0,,,,8770,724.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4815,5449,180.0,410000,as new,3.0,4.0,hyper equipped,,,6700,276.0,0,0,,house,house,0,0,1,Luxembourg,Wallonia_zone,2
4818,5452,210.0,329000,good,4.0,5.0,usa semi equipped,,,4520,994.0,1,40,,house,house,1,60,1,Liège,Wallonia_zone,2
4822,5458,260.0,480000,to be done up,4.0,5.0,semi equipped,,1.0,6110,4228.0,1,8,,house,villa,1,4000,2,Hainaut,Wallonia_zone,2
4823,5459,200.0,579000,just renovated,3.0,5.0,hyper equipped,yes,,9680,311.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4824,5460,310.0,1750000,good,4.0,6.0,usa hyper equipped,,,8301,410.0,0,0,,house,house,1,410,1,West Flanders,Flanders_zone,3
4827,5465,203.0,364900,just renovated,,4.0,,,,9700,253.0,0,0,,house,house,0,0,1,East Flanders,Flanders_zone,3
4828,5466,285.0,675000,,4.0,3.0,,,,8780,1076.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4829,5468,206.0,380000,,3.0,3.0,,,,4550,750.0,1,30,,house,house,0,0,1,Liège,Wallonia_zone,2
4830,5469,232.0,395000,good,2.0,4.0,installed,,,9230,220.0,1,45,,house,house,1,45,1,East Flanders,Flanders_zone,3
4833,5472,146.0,270000,,2.0,3.0,,,,2840,235.0,0,0,,house,town,0,0,8,Antwerp,Flanders_zone,3
4834,5473,850.0,3350000,as new,4.0,7.0,hyper equipped,,,1380,48000.0,1,100,True,house,exceptiona,0,0,5,Walloon Brabant,Wallonia_zone,2
4835,5474,135.0,135000,to renovate,2.0,3.0,semi equipped,,,7700,240.0,1,18,,house,house,1,66,1,Hainaut,Wallonia_zone,2
4836,5476,120.0,125000,to renovate,,3.0,,,,8000,234.0,0,0,,house,house,1,110,1,West Flanders,Flanders_zone,3
4837,5478,170.0,380000,good,2.0,3.0,installed,,1.0,1390,524.0,1,38,,house,house,1,100,1,Walloon Brabant,Wallonia_zone,2
4839,5480,160.0,235000,to renovate,2.0,4.0,installed,,,4000,415.0,1,30,,house,house,1,60,1,Liège,Wallonia_zone,2
4841,5482,253.0,1000000,,4.0,4.0,,,,1180,1170.0,0,0,,house,house,0,0,1,Brussel-Capital,Brussels_zone,1
4843,5485,450.0,1275000,as new,4.0,6.0,hyper equipped,,,1640,1881.0,1,30,,house,villa,0,0,2,Flemish Brabant,Flanders_zone,3
4844,5486,145.0,520000,as new,3.0,3.0,hyper equipped,,1.0,1030,344.0,0,0,,house,house,1,260,1,Brussel-Capital,Brussels_zone,1
4845,5487,181.0,480000,,,3.0,,,,9800,164.0,1,17,,house,house,1,30,1,East Flanders,Flanders_zone,3
4846,5488,135.0,398000,as new,3.0,3.0,not installed,,,1640,1281.0,0,0,,house,house,1,1115,1,Flemish Brabant,Flanders_zone,3
4847,5489,800.0,2875000,,4.0,8.0,hyper equipped,,,2500,3644.0,0,0,,house,villa,1,2200,2,Antwerp,Flanders_zone,3
4848,5490,218.0,140000,,3.0,4.0,,,1.0,6470,350.0,0,0,,house,house,1,1,1,Hainaut,Wallonia_zone,2
4849,5491,380.0,280000,to be done up,3.0,8.0,usa semi equipped,,,6020,335.0,0,0,,house,apartment,1,170,4,Hainaut,Wallonia_zone,2
4850,5492,115.0,150000,,2.0,2.0,,,,8810,418.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
4851,5493,250.0,430000,good,4.0,3.0,semi equipped,,,8710,800.0,0,0,,house,villa,0,0,2,West Flanders,Flanders_zone,3
4852,5495,102.0,249000,just renovated,2.0,2.0,,,,3400,340.0,1,40,,house,house,1,220,1,Flemish Brabant,Flanders_zone,3
4853,5496,159.0,294250,good,3.0,3.0,,,,8755,408.0,0,0,,house,house,0,0,1,West Flanders,Flanders_zone,3
